"","pedigree","female","male","env","blue","gy_mid_parent","ph_mid_parent","dy_mid_parent"
"1620","ATx2924/RTx2936","ATx2924","RTx2936","19CS",6287.7007,3216.6209,99.06,70
"1624","ATx2924/RTx2940","ATx2924","RTx2940","19CS",7780.9515,3724.0702,99.06,68.5
"1625","ATx2924/RTx2941","ATx2924","RTx2941","19CS",7613.3939,2935.02245,101.6,71.25
"1629","ATx2926/R01302","ATx2926","R01302","19CS",7510.0704,2725.7606,104.14,71
"1636","ATx2926/R05393","ATx2926","R05393","19CS",7563.3559,2353.6151,100.33,71.75
"1637","ATx2926/R05405","ATx2926","R05405","19CS",8424.1756,3390.8421,94.615,68.75
"1640","ATx2926/R07161","ATx2926","R07161","19CS",8432.8215,3388.2485,116.205,69.5
"1643","ATx2926/R08297","ATx2926","R08297","19CS",7538.4641,3711.0818,102.235,68.75
"1645","ATx2926/R08304","ATx2926","R08304","19CS",6653.8508,3860.9433,108.585,68.75
"1652","ATx2926/R12154","ATx2926","R12154","19CS",7730.479,3314.10455,102.235,70.75
"1656","ATx2926/RTx2913","ATx2926","RTx2913","19CS",8914.7558,3426.32065,113.665,71.75
"1659","ATx2926/RTx2917","ATx2926","RTx2917","19CS",5881.7554,3611.7465,105.41,68.75
"1661","ATx2926/RTx2919","ATx2926","RTx2919","19CS",7386.3993,3324.17005,100.33,68.75
"1672","ATx2926/RTx2944","ATx2926","RTx2944","19CS",8207.3602,2965.88405,102.235,68.75
"1698","ATx2927/R12157","ATx2927","R12157","19CS",8132.3816,4366.55255,113.665,71.75
"1708","ATx2927/RTx2936","ATx2927","RTx2936","19CS",8162.5092,3668.239,104.14,72
"1709","ATx2927/RTx2937","ATx2927","RTx2937","19CS",8302.416,4107.06085,107.315,70.5
"1717","ATx2930/R01302","ATx2930","R01302","19CS",7511.1457,2637.3596,100.965,70.25
"1718","ATx2930/R02107","ATx2930","R02107","19CS",8022.3542,2283.26405,104.14,70.25
"1719","ATx2930/R03248","ATx2930","R03248","19CS",6143.0111,3540.1987,93.98,68.5
"1724","ATx2930/R05393","ATx2930","R05393","19CS",7000.8421,2265.2141,97.155,71
"1726","ATx2930/R05425","ATx2930","R05425","19CS",8392.0191,2928.96625,91.44,68.25
"1729","ATx2930/R07178","ATx2930","R07178","19CS",8047.9956,3566.0807,95.885,68
"1732","ATx2930/R08303","ATx2930","R08303","19CS",7942.0303,3461.3827,91.44,68
"1735","ATx2930/R11158","ATx2930","R11158","19CS",7174.2983,3359.74085,102.235,68
"1739","ATx2930/R12148","ATx2930","R12148","19CS",7330.8488,3417.12135,102.235,70.25
"1740","ATx2930/R12154","ATx2930","R12154","19CS",8490.7381,3225.70355,99.06,70
"1750","ATx2930/RTx2920","ATx2930","RTx2920","19CS",7579.6791,3305.24225,92.71,68
"1756","ATx2930/RTx2940","ATx2930","RTx2940","19CS",8827.5973,3585.34805,97.79,68.25
"1758","ATx2930/RTx2942","ATx2930","RTx2942","19CS",6986.5537,3693.74425,105.41,67.5
"1761","ATx2931/R01302","ATx2931","R01302","19CS",6855.5716,2915.11915,97.79,71.25
"1769","ATx2931/R05405","ATx2931","R05405","19CS",7203.8497,3580.20065,88.265,69
"1772","ATx2931/R07161","ATx2931","R07161","19CS",8589.2818,3577.60705,109.855,69.75
"1775","ATx2931/R08297","ATx2931","R08297","19CS",8722.5273,3900.44035,95.885,69
"1777","ATx2931/R08304","ATx2931","R08304","19CS",7895.6207,4050.30185,102.235,69
"1778","ATx2931/R08306","ATx2931","R08306","19CS",7122.4588,3994.7205,95.885,69
"1780","ATx2931/R11208","ATx2931","R11208","19CS",6420.6847,3503.2773,86.36,69.25
"1796","ATx2931/RTx2936","ATx2931","RTx2936","19CS",8840.2602,3355.6583,94.615,70.75
"1800","ATx2931/RTx2940","ATx2931","RTx2940","19CS",7453.207,3863.1076,94.615,69.25
"1803","ATx2931/RTx2943","ATx2931","RTx2943","19CS",8109.7868,3452.9715,104.14,72
"1811","ATx2934/R05386","ATx2934","R05386","19CS",8707.6664,3905.4097,85.725,68
"1819","ATx2934/R08297","ATx2934","R08297","19CS",7187.4974,3877.86565,90.805,68
"1824","ATx2934/R11208","ATx2934","R11208","19CS",7205.5681,3480.7026,81.28,68.25
"1830","ATx2934/R12157","ATx2934","R12157","19CS",8299.9867,4031.39715,99.06,69.5
"1839","ATx2934/RTx2935","ATx2934","RTx2935","19CS",7259.5029,3670.63425,90.805,68.25
"1845","ATx2934/RTx2941","ATx2934","RTx2941","19CS",9153.1239,3051.48515,92.075,71
"1854","ATx3408/R05330","ATx3408","R05330","19CS",6839.7727,2965.38205,118.11,74
"1870","ATx3408/R12145","ATx3408","R12145","19CS",7247.6171,3039.55165,109.855,74
"1883","ATx3408/RTx2935","ATx3408","RTx2935","19CS",6012.1386,3285.16335,106.68,71.25
"1906","ATx3409/R08224","ATx3409","R08224","19CS",3323.3216,2158.98055,108.585,73.25
"1942","ATx644/R05330","ATx644","R05330","19CS",5090.6132,2644.97095,112.395,71.25
"1950","ATx644/R08224","ATx644","R08224","19CS",5871.5751,2019.68045,110.49,70.5
"1971","ATx644/RTx2935","ATx644","RTx2935","19CS",7519.1946,2964.75225,100.965,68.5
"1972","ATx644/RTx2936","ATx644","RTx2936","19CS",6455.7844,2627.2016,99.695,70
"2.1","A01021/R02107","A01021","R02107","19TA",5821.6949,2575.60995,109.22,68
"13.1","A01021/R07178","A01021","R07178","19TA",6578.0445,3858.4266,100.965,65.75
"22.1","A01021/R12145","A01021","R12145","19TA",6945.2349,3462.1836,107.315,68.75
"35.1","A01021/RTx2935","A01021","RTx2935","19TA",6637.6737,3707.7953,104.14,66
"51.1","A01046/R05386","A01046","R05386","19TA",5975.4755,3505.5339,92.71,71
"64.1","A01046/R11208","A01046","R11208","19TA",6380.3265,3080.8268,88.265,71.25
"73.1","A01046/RTx2914","A01046","RTx2914","19TA",6254.7913,3023.1708,102.235,72.5
"92.1","A01362/R04060","A01362","R04060","19TA",6640.8121,4341.2612,111.125,70.5
"99.1","A01362/R05512","A01362","R05512","19TA",6352.0811,3262.08945,97.155,70.25
"105.1","A01362/R08304","A01362","R08304","19TA",6797.7311,4222.25235,106.68,68.75
"115.1","A01362/RTx2912","A01362","RTx2912","19TA",6427.4022,2520.2426,97.155,71.75
"121.1","A01362/RTx2919","A01362","RTx2919","19TA",6141.8097,3685.4791,98.425,68.75
"131.1","A01362/RTx2943","A01362","RTx2943","19TA",6361.4963,3624.922,108.585,71.75
"137.1","A03017/R04104","A03017","R04104","19TA",6960.9268,4421.70465,109.855,68
"164.1","A03017/RTx2918","A03017","RTx2918","19TA",6804.0078,4186.23565,108.585,68.25
"180.1","A03032/R04060","A03032","R04060","19TA",7331.2557,4105.79865,105.41,70.5
"204.1","A03032/RTx2913","A03032","RTx2913","19TA",7456.7909,3552.16715,106.045,71.75
"218.1","A03032/RTx2942","A03032","RTx2942","19TA",6929.543,3907.99175,100.965,68.25
"225.1","A03040/R04104","A03040","R04104","19TA",7714.138,3793.63945,103.505,68.5
"228.1","A03040/R05393","A03040","R05393","19TA",6414.8487,2168.45565,97.155,71.5
"238.1","A03040/R08306","A03040","R08306","19TA",7124.1226,3620.2025,99.06,68.5
"241.1","A03040/R12071","A03040","R12071","19TA",5818.5565,3347.37895,99.06,70
"244.1","A03040/R12154","A03040","R12154","19TA",6166.9167,3128.9451,99.06,70.5
"251.1","A03040/RTx2917","A03040","RTx2917","19TA",6402.2952,3426.58705,102.235,68.5
"262.1","A03040/RTx2942","A03040","RTx2942","19TA",6766.3473,3596.9858,105.41,68
"269.1","A03043/R04104","A03043","R04104","19TA",5419.9823,3791.8425,103.505,70.25
"271.1","A03043/R05386","A03043","R05386","19TA",6574.9061,3551.66945,93.98,70.25
"279.1","A03043/R08297","A03043","R08297","19TA",4465.9147,3524.1254,99.06,70.25
"287.1","A03043/R12148","A03043","R12148","19TA",7293.5951,3318.56595,102.235,72.5
"298.1","A03043/RTx2920","A03043","RTx2920","19TA",5162.6351,3206.68685,92.71,70.25
"317.1","A03054/R05405","A03054","R05405","19TA",6578.0445,3150.6793,82.55,68.25
"333.1","A03054/R12156","A03054","R12156","19TA",6888.7441,3460.364,97.79,71.25
"344.1","A03054/RTx2936","A03054","RTx2936","19TA",6157.5016,2926.13695,88.9,70
"349.1","A03054/RTx2941","A03054","RTx2941","19TA",5714.99,2644.5385,91.44,71.25
"358.1","A03055/R05330","A03055","R05330","19TA",7042.5247,2884.94745,107.315,71.25
"367.1","A03055/R08297","A03055","R08297","19TA",6637.6737,3411.96015,95.885,68.25
"384.1","A03055/RTx2918","A03055","RTx2918","19TA",6549.7991,3444.20825,99.06,68.5
"394.1","A03055/RTx2942","A03055","RTx2942","19TA",6339.5276,3483.0236,102.235,67.75
"396.1","A03055/RTx2944","A03055","RTx2944","19TA",5991.1674,2666.7624,95.885,68.25
"404.1","A03089/R05393","A03089","R05393","19TA",6377.1882,1231.26415,90.805,74
"422.1","A03089/R12157","A03089","R12157","19TA",6530.9688,2742.26235,100.965,72.5
"427.1","A03089/RTx2917","A03089","RTx2917","19TA",5824.8333,2489.39555,95.885,71
"442.1","A03093/R02107","A03093","R02107","19TA",5865.6322,2691.6882,107.315,70.25
"449.1","A03093/R05405","A03093","R05405","19TA",7045.6631,3710.86525,94.615,68
"455.1","A03093/R08297","A03093","R08297","19TA",7205.7205,4031.10495,102.235,68
"468.1","A03093/RTx2913","A03093","RTx2913","19TA",6465.0628,3746.3438,113.665,71
"474.1","A03093/RTx2920","A03093","RTx2920","19TA",5918.9847,3713.6664,95.885,68
"484.1","A03093/RTx2944","A03093","RTx2944","19TA",6104.1491,3285.9072,102.235,68
"490.1","A03121/R05330","A03121","R05330","19TA",7183.7518,3275.7928,109.22,73.25
"497.1","A03121/R07178","A03121","R07178","19TA",7554.0807,3746.2054,94.615,70.25
"500.1","A03121/R08303","A03121","R08303","19TA",5316.4157,3641.5074,90.17,70.25
"512.1","A03121/RTx2913","A03121","RTx2913","19TA",6286.1751,3518.04435,109.22,73.25
"519.1","A03121/RTx2935","A03121","RTx2935","19TA",6295.5903,3595.5741,97.79,70.5
"530.1","A05071/R02107","A05071","R02107","19TA",6170.0551,2427.47835,105.41,70.5
"534.1","A05071/R05330","A05071","R05330","19TA",6584.3212,3239.8824,111.76,71.25
"538.1","A05071/R05425","A05071","R05425","19TA",6578.0445,3073.18055,92.71,68.5
"547.1","A05071/R11158","A05071","R11158","19TA",6565.491,3503.95515,103.505,68.25
"564.1","A05071/RTx2936","A05071","RTx2936","19TA",5978.6139,3222.11305,99.06,70
"575.1","A05210/R03248","A05210","R03248","19TA",6044.5199,3726.3973,103.505,69
"581.1","A05210/R05405","A05210","R05405","19TA",6060.2118,3488.6397,100.965,68.5
"586.1","A05210/R08224","A05210","R08224","19TA",6606.2899,2656.5762,118.11,70.75
"596.1","A05210/R12154","A05210","R12154","19TA",6763.2089,3411.90215,108.585,70.5
"609.1","A05210/RTx2937","A05210","RTx2937","19TA",6490.1698,3702.9192,110.49,68.75
"615.1","A05210/RTx2943","A05210","RTx2943","19TA",6370.9114,3361.41055,116.84,71.5
"622.1","A05269/R05330","A05269","R05330","19TA",7387.7465,3717.8592,116.84,71.75
"632.1","A05269/R08303","A05269","R08303","19TA",6794.5927,4083.5738,97.79,68.75
"636.1","A05269/R11208","A05269","R11208","19TA",6807.1462,3847.70885,95.885,69
"649.1","A05269/RTx2919","A05269","RTx2919","19TA",6524.692,3857.96015,103.505,68.75
"659.1","A05269/RTx2943","A05269","RTx2943","19TA",6292.4519,3797.40305,113.665,71.75
"663.1","A06035/R03248","A06035","R03248","19TA",6148.0864,3688.97485,88.9,68.5
"684.1","A06035/R12154","A06035","R12154","19TA",7158.6448,3374.4797,93.98,70
"691.1","A06035/RTx2917","A06035","RTx2917","19TA",6119.841,3672.12165,97.155,68
"696.1","A06035/RTx2936","A06035","RTx2936","19TA",6314.4206,3226.6749,92.71,69.75
"722.1","A06036/R08306","A06036","R08306","19TA",5501.5801,3220.53715,95.885,69.25
"744.1","A06036/RTx2940","A06036","RTx2940","19TA",4359.2098,3088.92425,94.615,69.5
"762.1","A07118/R08224","A07118","R08224","19TA",7550.9423,2878.16235,106.68,70.25
"770.1","A07118/R12145","A07118","R12145","19TA",6499.585,3577.62245,100.33,71
"774.1","A07118/R12157","A07118","R12157","19TA",6606.2899,4183.99705,105.41,69.5
"792.1","A07118/RTx2944","A07118","RTx2944","19TA",6753.7938,3285.2678,97.155,68
"796.1","A07124/R04060","A07124","R04060","19TA",7397.1617,4209.04355,107.95,69.75
"802.1","A07124/R05425","A07124","R05425","19TA",7077.0469,3246.45865,89.535,68.25
"811.1","A07124/R11158","A07124","R11158","19TA",7033.1096,3677.23325,100.33,68
"823.1","A07124/RTx2917","A07124","RTx2917","19TA",6662.7807,3840.8379,100.33,68
"827.1","A07124/RTx2935","A07124","RTx2935","19TA",6348.9427,3732.9418,97.155,68.25
"839.1","A08068/R03248","A08068","R03248","19TA",6286.1751,3740.2071,90.805,70.75
"855.1","A08068/R11158","A08068","R11158","19TA",6006.8593,3559.74925,99.06,70.25
"869.1","A08068/RTx2919","A08068","RTx2919","19TA",6493.3082,3435.77745,93.98,70.25
"884.1","A08134/R04060","A08134","R04060","19TA",6643.9505,3861.5148,111.76,69.75
"893.1","A08134/R07178","A08134","R07178","19TA",6681.611,3536.04435,97.79,68
"899.1","A08134/R11158","A08134","R11158","19TA",6314.4206,3329.7045,104.14,68
"912.1","A08134/RTx2918","A08134","RTx2918","19TA",6424.2639,3624.89255,104.14,68.25
"920.1","A08134/RTx2940","A08134","RTx2940","19TA",5438.8125,3555.3117,99.695,68.25
"929.1","A08140/R04104","A08140","R04104","19TA",7218.274,3846.6286,97.155,68.5
"931.1","A08140/R05386","A08140","R05386","19TA",6546.6607,3606.45555,87.63,68.5
"940.1","A08140/R08303","A08140","R08303","19TA",7102.1539,3417.6134,85.09,68.5
"949.1","A08140/R12156","A08140","R12156","19TA",7478.7595,3568.3565,100.33,71.5
"969.1","A08158/R01302","A08158","R01302","19TA",6493.3082,3008.6253,110.49,71
"974.1","A08158/R05330","A08158","R05330","19TA",6895.0209,3466.9338,120.015,71.75
"982.1","A08158/R08224","A08158","R08224","19TA",5140.6664,2841.6433,118.11,71
"990.1","A08158/R12145","A08158","R12145","19TA",5849.9403,3541.1034,111.76,71.75
"995.1","A08158/RTx2912","A08158","RTx2912","19TA",7004.8642,2441.79825,105.41,71.75
"999.1","A08158/RTx2917","A08158","RTx2917","19TA",5981.7523,3894.6112,111.76,68.75
"1016.1","A11076/R04060","A11076","R04060","19TA",7058.2166,4291.62815,108.585,69.25
"1027.1","A11076/R08297","A11076","R08297","19TA",7478.7595,4022.7578,97.79,67.5
"1036.1","A11076/R12154","A11076","R12154","19TA",6173.1935,3625.78055,97.79,69.5
"1044.1","A11076/RTx2918","A11076","RTx2918","19TA",6600.0131,4055.0059,100.965,67.75
"1052.1","A11076/RTx2940","A11076","RTx2940","19TA",6405.4336,3985.42505,96.52,67.75
"1061.1","A11085/R04104","A11085","R04104","19TA",6041.3815,3435.3355,104.775,68
"1069.1","A11085/R07178","A11085","R07178","19TA",6421.1255,3111.0183,97.155,68
"1098.1","A11085/RTx2942","A11085","RTx2942","19TA",5978.6139,3238.68185,106.68,67.5
"1146.1","AKS116/R02107","AKS116","R02107","19TA",4023.4032,1866.84955,96.52,70.25
"1168.1","AKS116/R12154","AKS116","R12154","19TA",5209.7108,2809.28905,91.44,70
"1178.1","AKS116/RTx2920","AKS116","RTx2920","19TA",4723.2619,2888.82775,85.09,68
"1184.1","AKS116/RTx2940","AKS116","RTx2940","19TA",4170.907,3168.93355,90.17,68.25
"1188.1","AKS116/RTx2944","AKS116","RTx2944","19TA",4676.1862,2461.06855,91.44,68
"1211.1","AKS117/R12148","AKS117","R12148","19TA",5918.9847,3272.27775,95.885,72.25
"1257.1","AKS118/R12156","AKS118","R12156","19TA",6656.504,3577.83515,107.95,73.25
"1262.1","AKS118/RTx2916","AKS118","RTx2916","19TA",6433.679,2790.717,100.33,73.25
"1267.1","AKS118/RTx2935","AKS118","RTx2935","19TA",6088.4572,3381.15875,100.33,70.5
"1283.1","AKS119/R05386","AKS119","R05386","19TA",4610.2802,3602.833,99.06,69.5
"1287.1","AKS119/R05512","AKS119","R05512","19TA",5379.1833,2764.98755,100.965,71
"1305.1","AKS119/RTx2914","AKS119","RTx2914","19TA",4682.463,3120.4699,108.585,71
"1309.1","AKS119/RTx2919","AKS119","RTx2919","19TA",5787.1727,3188.3772,102.235,69.5
"1324.1","AKS120/R04060","AKS120","R04060","19TA",6399.1568,3607.933,111.76,70
"1332.1","AKS120/R07161","AKS120","R07161","19TA",5721.2667,3016.22935,114.935,69
"1338.1","AKS120/R08306","AKS120","R08306","19TA",5523.5488,3433.3428,100.965,68.25
"1343","AKS120/R12148","AKS120","R12148","19TA",6565.491,3133.5032,104.14,70.5
"1355.1","AKS120/RTx2935","AKS120","RTx2935","19TA",6408.572,3131.83125,100.965,68.5
"1364","AKS120/RTx2944","AKS120","RTx2944","19TA",5278.7552,2593.8649,100.965,68.25
"1384.1","AN263/R11208","AN263","R11208","19TA",6650.2272,2570.61665,86.36,71.25
"1399.1","AN263/RTx2935","AN263","RTx2935","19TA",6697.3029,2760.5483,95.885,71.25
"1402.1","AN263/RTx2938","AN263","RTx2938","19TA",6716.1332,1376.95295,87.63,74.75
"1431.1","AN268/R12148","AN268","R12148","19TA",5583.178,3370.75465,93.98,68.25
"1454.1","AN290/R02107","AN290","R02107","19TA",6775.7624,2556.2734,96.52,71.75
"1459.1","AN290/R05386","AN290","R05386","19TA",6408.572,3923.2342,86.36,69.5
"1476.1","AN290/R12154","AN290","R12154","19TA",6882.4673,3498.7129,91.44,71.5
"1486.1","AN290/RTx2920","AN290","RTx2920","19TA",5369.7682,3578.2516,85.09,69.5
"1495.1","AN290/RTx2943","AN290","RTx2943","19TA",6311.2822,3448.2213,99.695,72.5
"1502.1","ATx2921/R05330","ATx2921","R05330","19TA",6967.2036,2922.78865,114.935,73.25
"1509.1","ATx2921/R07178","ATx2921","R07178","19TA",6678.4726,3393.20125,100.33,70.25
"1522.1","ATx2921/R12157","ATx2921","R12157","19TA",6443.0941,3603.33285,111.76,71.75
"1528.1","ATx2921/RTx2918","ATx2921","RTx2918","19TA",6320.6973,3482.04945,106.68,70.5
"1543.1","ATx2923/R03248","ATx2923","R03248","19TA",6003.7209,3612.8601,92.71,70
"1549.1","ATx2923/R05405","ATx2923","R05405","19TA",6797.7311,3375.1025,90.17,69.5
"1555.1","ATx2923/R08297","ATx2923","R08297","19TA",6825.9765,3695.3422,97.79,69.5
"1560.1","ATx2923/R11208","ATx2923","R11208","19TA",6744.3786,3298.17915,88.265,69.75
"1568.1","ATx2923/RTx2913","ATx2923","RTx2913","19TA",6913.8511,3410.58105,109.22,72.5
"1576.1","ATx2923/RTx2936","ATx2923","RTx2936","19TA",6217.1308,3150.56015,96.52,71.25
"1591.1","ATx2924/R05386","ATx2924","R05386","19TA",6568.6293,3788.947,95.25,68.25
"1595.1","ATx2924/R05512","ATx2924","R05512","19TA",6210.854,2951.10155,97.155,69.75
"1603.1","ATx2924/R11158","ATx2924","R11158","19TA",7780.044,3498.463,103.505,68.25
"1616.1","ATx2924/RTx2918","ATx2924","RTx2918","19TA",7042.5247,3793.65105,103.505,68.5
"1620.1","ATx2924/RTx2936","ATx2924","RTx2936","19TA",6085.3188,3216.6209,99.06,70
"1625.1","ATx2924/RTx2941","ATx2924","RTx2941","19TA",6377.1882,2935.02245,101.6,71.25
"1636.1","ATx2926/R05393","ATx2926","R05393","19TA",6301.867,2353.6151,100.33,71.75
"1640.1","ATx2926/R07161","ATx2926","R07161","19TA",7026.8328,3388.2485,116.205,69.5
"1645.1","ATx2926/R08304","ATx2926","R08304","19TA",7033.1096,3860.9433,108.585,68.75
"1656.1","ATx2926/RTx2913","ATx2926","RTx2913","19TA",6709.8564,3426.32065,113.665,71.75
"1661.1","ATx2926/RTx2919","ATx2926","RTx2919","19TA",7120.9842,3324.17005,100.33,68.75
"1698.1","ATx2927/R12157","ATx2927","R12157","19TA",6766.3473,4366.55255,113.665,71.75
"1709.1","ATx2927/RTx2937","ATx2927","RTx2937","19TA",6031.9664,4107.06085,107.315,70.5
"1718.1","ATx2930/R02107","ATx2930","R02107","19TA",5950.3685,2283.26405,104.14,70.25
"1724.1","ATx2930/R05393","ATx2930","R05393","19TA",6113.5642,2265.2141,97.155,71
"1729.1","ATx2930/R07178","ATx2930","R07178","19TA",6684.7494,3566.0807,95.885,68
"1735.1","ATx2930/R11158","ATx2930","R11158","19TA",6913.8511,3359.74085,102.235,68
"1740.1","ATx2930/R12154","ATx2930","R12154","19TA",6386.6033,3225.70355,99.06,70
"1756.1","ATx2930/RTx2940","ATx2930","RTx2940","19TA",6122.9794,3585.34805,97.79,68.25
"1761.1","ATx2931/R01302","ATx2931","R01302","19TA",6063.3502,2915.11915,97.79,71.25
"1772.1","ATx2931/R07161","ATx2931","R07161","19TA",7246.5194,3577.60705,109.855,69.75
"1777.1","ATx2931/R08304","ATx2931","R08304","19TA",7146.0913,4050.30185,102.235,69
"1780.1","ATx2931/R11208","ATx2931","R11208","19TA",6113.5642,3503.2773,86.36,69.25
"1800.1","ATx2931/RTx2940","ATx2931","RTx2940","19TA",6923.2663,3863.1076,94.615,69.25
"1811.1","ATx2934/R05386","ATx2934","R05386","19TA",5285.0319,3905.4097,85.725,68
"1824.1","ATx2934/R11208","ATx2934","R11208","19TA",7164.9215,3480.7026,81.28,68.25
"1839.1","ATx2934/RTx2935","ATx2934","RTx2935","19TA",6640.8121,3670.63425,90.805,68.25
"1854.1","ATx3408/R05330","ATx3408","R05330","19TA",7940.1014,2965.38205,118.11,74
"1883.1","ATx3408/RTx2935","ATx3408","RTx2935","19TA",6992.3106,3285.16335,106.68,71.25
"1942.1","ATx644/R05330","ATx644","R05330","19TA",5523.5488,2644.97095,112.395,71.25
"1971.1","ATx644/RTx2935","ATx644","RTx2935","19TA",5482.7499,2964.75225,100.965,68.5
"1.1","A01021/R01302","A01021","R01302","20CS",6869.633,2929.7055,106.045,68
"2.2","A01021/R02107","A01021","R02107","20CS",7589.169,2575.60995,109.22,68
"10.1","A01021/R05425","A01021","R05425","20CS",10019.79,3221.31215,96.52,66
"13.2","A01021/R07178","A01021","R07178","20CS",7987.317,3858.4266,100.965,65.75
"19.1","A01021/R11158","A01021","R11158","20CS",8681.218,3652.08675,107.315,65.75
"22.2","A01021/R12145","A01021","R12145","20CS",7337.955,3462.1836,107.315,68.75
"31.1","A01021/RTx2917","A01021","RTx2917","20CS",6958.202,3815.6914,107.315,65.75
"35.2","A01021/RTx2935","A01021","RTx2935","20CS",8472.488,3707.7953,104.14,66
"43.1","A01021/RTx2943","A01021","RTx2943","20CS",8039.726,3467.55785,112.395,68.75
"49.1","A01046/R04104","A01046","R04104","20CS",6615.222,3745.70695,102.235,71
"51.2","A01046/R05386","A01046","R05386","20CS",7678.83,3505.5339,92.71,71
"55.1","A01046/R05512","A01046","R05512","20CS",6894.64,2667.68845,94.615,72.5
"64.2","A01046/R11208","A01046","R11208","20CS",8257.263,3080.8268,88.265,71.25
"69.1","A01046/R12156","A01046","R12156","20CS",8555.798,3467.43485,105.41,74
"73.2","A01046/RTx2914","A01046","RTx2914","20CS",7684.176,3023.1708,102.235,72.5
"79.1","A01046/RTx2935","A01046","RTx2935","20CS",8496.565,3270.75845,97.79,71.25
"92.2","A01362/R04060","A01362","R04060","20CS",7668.829,4341.2612,111.125,70.5
"94.1","A01362/R05330","A01362","R05330","20CS",7772.199,3545.37815,111.76,71.75
"99.2","A01362/R05512","A01362","R05512","20CS",6647.715,3262.08945,97.155,70.25
"101.1","A01362/R07178","A01362","R07178","20CS",7395.56,4015.79075,97.155,68.75
"105.2","A01362/R08304","A01362","R08304","20CS",7442.258,4222.25235,106.68,68.75
"110.1","A01362/R12145","A01362","R12145","20CS",7902.038,3619.54775,103.505,71.75
"115.2","A01362/RTx2912","A01362","RTx2912","20CS",6122.545,2520.2426,97.155,71.75
"117.1","A01362/RTx2914","A01362","RTx2914","20CS",7536.248,3617.5718,104.775,70.25
"121.2","A01362/RTx2919","A01362","RTx2919","20CS",7977.49,3685.4791,98.425,68.75
"125.1","A01362/RTx2937","A01362","RTx2937","20CS",6711.236,3966.43065,102.235,69
"131.2","A01362/RTx2943","A01362","RTx2943","20CS",7830.613,3624.922,108.585,71.75
"136.1","A03017/R04060","A03017","R04060","20CS",7510.13,4422.8579,116.205,69.75
"137.2","A03017/R04104","A03017","R04104","20CS",9018.315,4421.70465,109.855,68
"164.2","A03017/RTx2918","A03017","RTx2918","20CS",7581.622,4186.23565,108.585,68.25
"166.1","A03017/RTx2920","A03017","RTx2920","20CS",6418.981,3836.549,99.06,68
"180.2","A03032/R04060","A03032","R04060","20CS",7515.835,4105.79865,105.41,70.5
"191.1","A03032/R08297","A03032","R08297","20CS",6742.64,3836.9283,94.615,68.75
"204.2","A03032/RTx2913","A03032","RTx2913","20CS",8293.691,3552.16715,106.045,71.75
"208.1","A03032/RTx2918","A03032","RTx2918","20CS",7068.826,3869.1764,97.79,69
"218.2","A03032/RTx2942","A03032","RTx2942","20CS",6310.401,3907.99175,100.965,68.25
"219.1","A03032/RTx2943","A03032","RTx2943","20CS",8089.161,3389.45945,102.87,71.75
"223.1","A03040/R03248","A03040","R03248","20CS",8232.98,3443.44025,93.98,69
"225.2","A03040/R04104","A03040","R04104","20CS",8751.929,3793.63945,103.505,68.5
"228.2","A03040/R05393","A03040","R05393","20CS",6958.373,2168.45565,97.155,71.5
"233.1","A03040/R07178","A03040","R07178","20CS",7468.997,3469.32225,95.885,68.5
"238.2","A03040/R08306","A03040","R08306","20CS",8356.394,3620.2025,99.06,68.5
"241.2","A03040/R12071","A03040","R12071","20CS",7070.489,3347.37895,99.06,70
"244.2","A03040/R12154","A03040","R12154","20CS",7888.071,3128.9451,99.06,70.5
"248.1","A03040/RTx2913","A03040","RTx2913","20CS",8009.943,3241.1612,110.49,71.5
"251.2","A03040/RTx2917","A03040","RTx2917","20CS",8243.576,3426.58705,102.235,68.5
"260.1","A03040/RTx2940","A03040","RTx2940","20CS",7608.551,3488.5896,97.79,68.75
"262.2","A03040/RTx2942","A03040","RTx2942","20CS",7755.18,3596.9858,105.41,68
"265.1","A03043/R01302","A03043","R01302","20CS",7623.444,2538.8042,100.965,72.5
"269.2","A03043/R04104","A03043","R04104","20CS",6800.443,3791.8425,103.505,70.25
"270.1","A03043/R05330","A03043","R05330","20CS",7938.186,2997.1127,110.49,73.25
"271.2","A03043/R05386","A03043","R05386","20CS",7416.143,3551.66945,93.98,70.25
"274.1","A03043/R05425","A03043","R05425","20CS",6485.78,2830.41085,91.44,70.5
"279.2","A03043/R08297","A03043","R08297","20CS",5985.264,3524.1254,99.06,70.25
"281.1","A03043/R08304","A03043","R08304","20CS",5948.787,3673.9869,105.41,70.25
"287.2","A03043/R12148","A03043","R12148","20CS",7552.115,3318.56595,102.235,72.5
"292.1","A03043/RTx2913","A03043","RTx2913","20CS",7748.468,3239.36425,110.49,73.25
"298.2","A03043/RTx2920","A03043","RTx2920","20CS",5893.796,3206.68685,92.71,70.25
"304.1","A03043/RTx2940","A03043","RTx2940","20CS",5930.71,3486.79265,97.79,70.5
"309.1","A03054/R01302","A03054","R01302","20CS",5871.326,2485.5978,92.075,70.5
"317.2","A03054/R05405","A03054","R05405","20CS",7504.051,3150.6793,82.55,68.25
"320.1","A03054/R07161","A03054","R07161","20CS",6769.834,3148.0857,104.14,69
"333.2","A03054/R12156","A03054","R12156","20CS",6997.211,3460.364,97.79,71.25
