"","gy","ph","dy"
"AKS117/R07178",3421.2371,89.535,70
"AKS117/R08224",2325.534,102.235,72.25
"AKS117/R08297",3477.8372,92.71,70
"AKS117/R08303",3316.5391,85.09,70
"AKS117/R08304",3627.6987,99.06,70
"AKS117/R08306",3572.11735,92.71,70
"AKS117/R11158",3214.89725,95.885,70
"AKS117/R11208",3080.67415,83.185,70.25
"AKS117/R12071",3299.2938,92.71,71.5
"AKS117/R12145",3024.9941,95.885,73
"AKS117/R12148",3272.27775,95.885,72.25
"AKS117/R12154",3080.85995,92.71,72
"AKS117/R12156",3467.2822,100.33,73
"AKS117/R12157",3631.3687,100.965,71.5
"AKS117/RTx2912",1925.68895,89.535,73
"AKS117/RTx2913",3193.07605,104.14,73
"AKS117/RTx2914",3023.01815,97.155,71.5
"AKS117/RTx2916",2680.16405,92.71,73
"AKS117/RTx2917",3378.5019,95.885,70
"AKS117/RTx2918",3510.0853,95.885,70.25
"AKS117/RTx2919",3090.92545,90.805,70
"AKS117/RTx2920",3160.39865,86.36,70
"AKS117/RTx2935",3270.6058,92.71,70.25
"AKS117/RTx2936",2933.05515,91.44,71.75
"AKS117/RTx2937",3371.877,94.615,70.25
"AKS117/RTx2938",1887.01045,84.455,73.75
"AKS117/RTx2939",2235.18645,105.86845,74.1128
"AKS117/RTx2940",3440.50445,91.44,70.25
"AKS117/RTx2941",2651.4567,93.98,73
"AKS117/RTx2942",3548.90065,99.06,69.5
"AKS117/RTx2943",3030.36835,100.965,73
"AKS117/RTx2944",2732.63945,92.71,70
"AKS118/R01302",2603.06895,102.235,72.5
"AKS118/R02107",2248.9734,105.41,72.5
"AKS118/R03248",3505.90805,95.25,70.75
"AKS118/R04060",3857.2605,111.125,72
"AKS118/R04104",3856.10725,104.775,70.25
"AKS118/R05330",3061.37745,111.76,73.25
"AKS118/R05386",3615.9342,95.25,70.25
"AKS118/R05393",2230.92345,98.425,73.25
"AKS118/R05405",3268.15045,92.71,70.25
"AKS118/R05425",2894.6756,92.71,70.5
"AKS118/R05512",2778.08875,97.155,71.75
"AKS118/R07161",3265.55685,114.3,71
"AKS118/R07178",3531.79005,97.155,70.25
"AKS118/R08224",2436.08695,109.855,72.5
"AKS118/R08297",3588.39015,100.33,70.25
"AKS118/R08303",3427.09205,92.71,70.25
"AKS118/R08304",3738.25165,106.68,70.25
"AKS118/R08306",3682.6703,100.33,70.25
"AKS118/R11158",3325.4502,103.505,70.25
"AKS118/R11208",3191.2271,90.805,70.5
"AKS118/R12071",3409.84675,100.33,71.75
"AKS118/R12145",3135.54705,103.505,73.25
"AKS118/R12148",3382.8307,103.505,72.5
"AKS118/R12154",3191.4129,100.33,72.25
"AKS118/R12156",3577.83515,107.95,73.25
"AKS118/R12157",3741.92165,108.585,71.75
"AKS118/RTx2912",2036.2419,97.155,73.25
"AKS118/RTx2913",3303.629,111.76,73.25
"AKS118/RTx2914",3133.5711,104.775,71.75
"AKS118/RTx2916",2790.717,100.33,73.25
"AKS118/RTx2917",3489.05485,103.505,70.25
"AKS118/RTx2918",3620.63825,103.505,70.5
"AKS118/RTx2919",3201.4784,98.425,70.25
"AKS118/RTx2920",3270.9516,93.98,70.25
"AKS118/RTx2935",3381.15875,100.33,70.5
"AKS118/RTx2936",3043.6081,99.06,72
"AKS118/RTx2937",3482.42995,102.235,70.5
"AKS118/RTx2938",1997.5634,92.075,74
"AKS118/RTx2939",2345.7394,113.48845,74.3628
"AKS118/RTx2940",3551.0574,99.06,70.5
"AKS118/RTx2941",2762.00965,101.6,73.25
"AKS118/RTx2942",3659.4536,106.68,69.75
"AKS118/RTx2943",3140.9213,108.585,73.25
"AKS118/RTx2944",2843.1924,100.33,70.25
"AKS119/R01302",2589.96775,106.045,71.75
"AKS119/R02107",2235.8722,109.22,71.75
"AKS119/R03248",3492.80685,99.06,70
"AKS119/R04060",3844.1593,114.935,71.25
"AKS119/R04104",3843.00605,108.585,69.5
"AKS119/R05330",3048.27625,115.57,72.5
"AKS119/R05386",3602.833,99.06,69.5
"AKS119/R05393",2217.82225,102.235,72.5
"AKS119/R05405",3255.04925,96.52,69.5
"AKS119/R05425",2881.5744,96.52,69.75
"AKS119/R05512",2764.98755,100.965,71
"AKS119/R07161",3252.45565,118.11,70.25
"AKS119/R07178",3518.68885,100.965,69.5
"AKS119/R08224",2422.98575,113.665,71.75
"AKS119/R08297",3575.28895,104.14,69.5
"AKS119/R08303",3413.99085,96.52,69.5
"AKS119/R08304",3725.15045,110.49,69.5
"AKS119/R08306",3669.5691,104.14,69.5
"AKS119/R11158",3312.349,107.315,69.5
"AKS119/R11208",3178.1259,94.615,69.75
"AKS119/R12071",3396.74555,104.14,71
"AKS119/R12145",3122.44585,107.315,72.5
"AKS119/R12148",3369.7295,107.315,71.75
"AKS119/R12154",3178.3117,104.14,71.5
"AKS119/R12156",3564.73395,111.76,72.5
"AKS119/R12157",3728.82045,112.395,71
"AKS119/RTx2912",2023.1407,100.965,72.5
"AKS119/RTx2913",3290.5278,115.57,72.5
"AKS119/RTx2914",3120.4699,108.585,71
"AKS119/RTx2916",2777.6158,104.14,72.5
"AKS119/RTx2917",3475.95365,107.315,69.5
"AKS119/RTx2918",3607.53705,107.315,69.75
"AKS119/RTx2919",3188.3772,102.235,69.5
"AKS119/RTx2920",3257.8504,97.79,69.5
"AKS119/RTx2935",3368.05755,104.14,69.75
"AKS119/RTx2936",3030.5069,102.87,71.25
"AKS119/RTx2937",3469.32875,106.045,69.75
"AKS119/RTx2938",1984.4622,95.885,73.25
"AKS119/RTx2939",2332.6382,117.29845,73.6128
"AKS119/RTx2940",3537.9562,102.87,69.75
"AKS119/RTx2941",2748.90845,105.41,72.5
"AKS119/RTx2942",3646.3524,110.49,69
"AKS119/RTx2943",3127.8201,112.395,72.5
"AKS119/RTx2944",2830.0912,104.14,69.5
"AKS120/R01302",2353.74145,102.87,70.5
"AKS120/R02107",1999.6459,106.045,70.5
"AKS120/R03248",3256.58055,95.885,68.75
"AKS120/R04060",3607.933,111.76,70
"AKS120/R04104",3606.77975,105.41,68.25
"AKS120/R05330",2812.04995,112.395,71.25
"AKS120/R05386",3366.6067,95.885,68.25
"AKS120/R05393",1981.59595,99.06,71.25
"AKS120/R05405",3018.82295,93.345,68.25
"AKS120/R05425",2645.3481,93.345,68.5
"AKS120/R05512",2528.76125,97.79,69.75
"AKS120/R07161",3016.22935,114.935,69
"AKS120/R07178",3282.46255,97.79,68.25
"AKS120/R08224",2186.75945,110.49,70.5
"AKS120/R08297",3339.06265,100.965,68.25
"AKS120/R08303",3177.76455,93.345,68.25
"AKS120/R08304",3488.92415,107.315,68.25
"AKS120/R08306",3433.3428,100.965,68.25
"AKS120/R11158",3076.1227,104.14,68.25
"AKS120/R11208",2941.8996,91.44,68.5
"AKS120/R12071",3160.51925,100.965,69.75
"AKS120/R12145",2886.21955,104.14,71.25
"AKS120/R12148",3133.5032,104.14,70.5
"AKS120/R12154",2942.0854,100.965,70.25
"AKS120/R12156",3328.50765,108.585,71.25
"AKS120/R12157",3492.59415,109.22,69.75
"AKS120/RTx2912",1786.9144,97.79,71.25
"AKS120/RTx2913",3054.3015,112.395,71.25
"AKS120/RTx2914",2884.2436,105.41,69.75
"AKS120/RTx2916",2541.3895,100.965,71.25
"AKS120/RTx2917",3239.72735,104.14,68.25
"AKS120/RTx2918",3371.31075,104.14,68.5
"AKS120/RTx2919",2952.1509,99.06,68.25
"AKS120/RTx2920",3021.6241,94.615,68.25
"AKS120/RTx2935",3131.83125,100.965,68.5
"AKS120/RTx2936",2794.2806,99.695,70
"AKS120/RTx2937",3233.10245,102.87,68.5
"AKS120/RTx2938",1748.2359,92.71,72
"AKS120/RTx2939",2096.4119,114.12345,72.3628
"AKS120/RTx2940",3301.7299,99.695,68.5
"AKS120/RTx2941",2512.68215,102.235,71.25
"AKS120/RTx2942",3410.1261,107.315,67.75
"AKS120/RTx2943",2891.5938,109.22,71.25
"AKS120/RTx2944",2593.8649,100.965,68.25
"AN263/R01302",1982.4585,97.79,73.25
"AN263/R02107",1628.36295,100.965,73.25
"AN263/R03248",2885.2976,90.805,71.5
"AN263/R04060",3236.65005,106.68,72.75
"AN263/R04104",3235.4968,100.33,71
"AN263/R05330",2440.767,107.315,74
"AN263/R05386",2995.32375,90.805,71
"AN263/R05393",1610.313,93.98,74
"AN263/R05405",2647.54,88.265,71
"AN263/R05425",2274.06515,88.265,71.25
"AN263/R05512",2157.4783,92.71,72.5
"AN263/R07161",2644.9464,109.855,71.75
"AN263/R07178",2911.1796,92.71,71
"AN263/R08224",1815.4765,105.41,73.25
"AN263/R08297",2967.7797,95.885,71
"AN263/R08303",2806.4816,88.265,71
"AN263/R08304",3117.6412,102.235,71
"AN263/R08306",3062.05985,95.885,71
"AN263/R11158",2704.83975,99.06,71
"AN263/R11208",2570.61665,86.36,71.25
"AN263/R12071",2789.2363,95.885,72.5
"AN263/R12145",2514.9366,99.06,74
"AN263/R12148",2762.22025,99.06,73.25
"AN263/R12154",2570.80245,95.885,73
"AN263/R12156",2957.2247,103.505,74
"AN263/R12157",3121.3112,104.14,72.5
"AN263/RTx2912",1415.63145,92.71,74
"AN263/RTx2913",2683.01855,107.315,74
"AN263/RTx2914",2512.96065,100.33,72.5
"AN263/RTx2916",2170.10655,95.885,74
"AN263/RTx2917",2868.4444,99.06,71
"AN263/RTx2918",3000.0278,99.06,71.25
"AN263/RTx2919",2580.86795,93.98,71
"AN263/RTx2920",2650.34115,89.535,71
"AN263/RTx2935",2760.5483,95.885,71.25
"AN263/RTx2936",2422.99765,94.615,72.75
"AN263/RTx2937",2861.8195,97.79,71.25
"AN263/RTx2938",1376.95295,87.63,74.75
"AN263/RTx2939",1725.12895,109.04345,75.1128
"AN263/RTx2940",2930.44695,94.615,71.25
"AN263/RTx2941",2141.3992,97.155,74
"AN263/RTx2942",3038.84315,102.235,70.5
"AN263/RTx2943",2520.31085,104.14,74
"AN263/RTx2944",2222.58195,95.885,71
"AN268/R01302",2590.9929,92.71,68.25
"AN268/R02107",2236.89735,95.885,68.25
"AN268/R03248",3493.832,85.725,66.5
"AN268/R04060",3845.18445,101.6,67.75
"AN268/R04104",3844.0312,95.25,66
"AN268/R05330",3049.3014,102.235,69
"AN268/R05386",3603.85815,85.725,66
"AN268/R05393",2218.8474,88.9,69
"AN268/R05405",3256.0744,83.185,66
"AN268/R05425",2882.59955,83.185,66.25
"AN268/R05512",2766.0127,87.63,67.5
"AN268/R07161",3253.4808,104.775,66.75
"AN268/R07178",3519.714,87.63,66
"AN268/R08224",2424.0109,100.33,68.25
"AN268/R08297",3576.3141,90.805,66
"AN268/R08303",3415.016,83.185,66
"AN268/R08304",3726.1756,97.155,66
"AN268/R08306",3670.59425,90.805,66
"AN268/R11158",3313.37415,93.98,66
"AN268/R11208",3179.15105,81.28,66.25
"AN268/R12071",3397.7707,90.805,67.5
"AN268/R12145",3123.471,93.98,69
"AN268/R12148",3370.75465,93.98,68.25
"AN268/R12154",3179.33685,90.805,68
"AN268/R12156",3565.7591,98.425,69
"AN268/R12157",3729.8456,99.06,67.5
"AN268/RTx2912",2024.16585,87.63,69
"AN268/RTx2913",3291.55295,102.235,69
"AN268/RTx2914",3121.49505,95.25,67.5
"AN268/RTx2916",2778.64095,90.805,69
"AN268/RTx2917",3476.9788,93.98,66
"AN268/RTx2918",3608.5622,93.98,66.25
"AN268/RTx2919",3189.40235,88.9,66
"AN268/RTx2920",3258.87555,84.455,66
"AN268/RTx2935",3369.0827,90.805,66.25
"AN268/RTx2936",3031.53205,89.535,67.75
"AN268/RTx2937",3470.3539,92.71,66.25
"AN268/RTx2938",1985.48735,82.55,69.75
"AN268/RTx2939",2333.66335,103.96345,70.1128
"AN268/RTx2940",3538.98135,89.535,66.25
"AN268/RTx2941",2749.9336,92.075,69
"AN268/RTx2942",3647.37755,97.155,65.5
"AN268/RTx2943",3128.84525,99.06,69
"AN268/RTx2944",2831.11635,90.805,66
"AN290/R01302",2910.36895,93.345,71.75
"AN290/R02107",2556.2734,96.52,71.75
"AN290/R03248",3813.20805,86.36,70
"AN290/R04060",4164.5605,102.235,71.25
"AN290/R04104",4163.40725,95.885,69.5
"AN290/R05330",3368.67745,102.87,72.5
"AN290/R05386",3923.2342,86.36,69.5
"AN290/R05393",2538.22345,89.535,72.5
"AN290/R05405",3575.45045,83.82,69.5
"AN290/R05425",3201.9756,83.82,69.75
"AN290/R05512",3085.38875,88.265,71
"AN290/R07161",3572.85685,105.41,70.25
"AN290/R07178",3839.09005,88.265,69.5
"AN290/R08224",2743.38695,100.965,71.75
"AN290/R08297",3895.69015,91.44,69.5
"AN290/R08303",3734.39205,83.82,69.5
"AN290/R08304",4045.55165,97.79,69.5
"AN290/R08306",3989.9703,91.44,69.5
"AN290/R11158",3632.7502,94.615,69.5
"AN290/R11208",3498.5271,81.915,69.75
"AN290/R12071",3717.14675,91.44,71
"AN290/R12145",3442.84705,94.615,72.5
"AN290/R12148",3690.1307,94.615,71.75
"AN290/R12154",3498.7129,91.44,71.5
"AN290/R12156",3885.13515,99.06,72.5
"AN290/R12157",4049.22165,99.695,71
"AN290/RTx2912",2343.5419,88.265,72.5
"AN290/RTx2913",3610.929,102.87,72.5
"AN290/RTx2914",3440.8711,95.885,71
"AN290/RTx2916",3098.017,91.44,72.5
"AN290/RTx2917",3796.35485,94.615,69.5
"AN290/RTx2918",3927.93825,94.615,69.75
"AN290/RTx2919",3508.7784,89.535,69.5
"AN290/RTx2920",3578.2516,85.09,69.5
"AN290/RTx2935",3688.45875,91.44,69.75
"AN290/RTx2936",3350.9081,90.17,71.25
"AN290/RTx2937",3789.72995,93.345,69.75
"AN290/RTx2938",2304.8634,83.185,73.25
"AN290/RTx2939",2653.0394,104.59845,73.6128
"AN290/RTx2940",3858.3574,90.17,69.75
"AN290/RTx2941",3069.30965,92.71,72.5
"AN290/RTx2942",3966.7536,97.79,69
"AN290/RTx2943",3448.2213,99.695,72.5
"AN290/RTx2944",3150.4924,91.44,69.5
"ATx2921/R01302",2464.48015,105.41,72.5
"ATx2921/R02107",2110.3846,108.585,72.5
"ATx2921/R03248",3367.31925,98.425,70.75
"ATx2921/R04060",3718.6717,114.3,72
"ATx2921/R04104",3717.51845,107.95,70.25
"ATx2921/R05330",2922.78865,114.935,73.25
"ATx2921/R05386",3477.3454,98.425,70.25
"ATx2921/R05393",2092.33465,101.6,73.25
"ATx2921/R05405",3129.56165,95.885,70.25
"ATx2921/R05425",2756.0868,95.885,70.5
"ATx2921/R05512",2639.49995,100.33,71.75
"ATx2921/R07161",3126.96805,117.475,71
"ATx2921/R07178",3393.20125,100.33,70.25
"ATx2921/R08224",2297.49815,113.03,72.5
"ATx2921/R08297",3449.80135,103.505,70.25
"ATx2921/R08303",3288.50325,95.885,70.25
"ATx2921/R08304",3599.66285,109.855,70.25
"ATx2921/R08306",3544.0815,103.505,70.25
"ATx2921/R11158",3186.8614,106.68,70.25
"ATx2921/R11208",3052.6383,93.98,70.5
"ATx2921/R12071",3271.25795,103.505,71.75
"ATx2921/R12145",2996.95825,106.68,73.25
"ATx2921/R12148",3244.2419,106.68,72.5
"ATx2921/R12154",3052.8241,103.505,72.25
"ATx2921/R12156",3439.24635,111.125,73.25
"ATx2921/R12157",3603.33285,111.76,71.75
"ATx2921/RTx2912",1897.6531,100.33,73.25
"ATx2921/RTx2913",3165.0402,114.935,73.25
"ATx2921/RTx2914",2994.9823,107.95,71.75
"ATx2921/RTx2916",2652.1282,103.505,73.25
"ATx2921/RTx2917",3350.46605,106.68,70.25
"ATx2921/RTx2918",3482.04945,106.68,70.5
"ATx2921/RTx2919",3062.8896,101.6,70.25
"ATx2921/RTx2920",3132.3628,97.155,70.25
"ATx2921/RTx2935",3242.56995,103.505,70.5
"ATx2921/RTx2936",2905.0193,102.235,72
"ATx2921/RTx2937",3343.84115,105.41,70.5
"ATx2921/RTx2938",1858.9746,95.25,74
"ATx2921/RTx2939",2207.1506,116.66345,74.3628
"ATx2921/RTx2940",3412.4686,102.235,70.5
"ATx2921/RTx2941",2623.42085,104.775,73.25
"ATx2921/RTx2942",3520.8648,109.855,69.75
"ATx2921/RTx2943",3002.3325,111.76,73.25
"ATx2921/RTx2944",2704.6036,103.505,70.25
"ATx2923/R01302",2710.021,99.695,71.75
"ATx2923/R02107",2355.92545,102.87,71.75
"ATx2923/R03248",3612.8601,92.71,70
"ATx2923/R04060",3964.21255,108.585,71.25
"ATx2923/R04104",3963.0593,102.235,69.5
"ATx2923/R05330",3168.3295,109.22,72.5
"ATx2923/R05386",3722.88625,92.71,69.5
"ATx2923/R05393",2337.8755,95.885,72.5
"ATx2923/R05405",3375.1025,90.17,69.5
"ATx2923/R05425",3001.62765,90.17,69.75
"ATx2923/R05512",2885.0408,94.615,71
"ATx2923/R07161",3372.5089,111.76,70.25
"ATx2923/R07178",3638.7421,94.615,69.5
"ATx2923/R08224",2543.039,107.315,71.75
"ATx2923/R08297",3695.3422,97.79,69.5
"ATx2923/R08303",3534.0441,90.17,69.5
"ATx2923/R08304",3845.2037,104.14,69.5
"ATx2923/R08306",3789.62235,97.79,69.5
"ATx2923/R11158",3432.40225,100.965,69.5
"ATx2923/R11208",3298.17915,88.265,69.75
"ATx2923/R12071",3516.7988,97.79,71
"ATx2923/R12145",3242.4991,100.965,72.5
"ATx2923/R12148",3489.78275,100.965,71.75
"ATx2923/R12154",3298.36495,97.79,71.5
"ATx2923/R12156",3684.7872,105.41,72.5
"ATx2923/R12157",3848.8737,106.045,71
"ATx2923/RTx2912",2143.19395,94.615,72.5
"ATx2923/RTx2913",3410.58105,109.22,72.5
"ATx2923/RTx2914",3240.52315,102.235,71
"ATx2923/RTx2916",2897.66905,97.79,72.5
"ATx2923/RTx2917",3596.0069,100.965,69.5
"ATx2923/RTx2918",3727.5903,100.965,69.75
"ATx2923/RTx2919",3308.43045,95.885,69.5
"ATx2923/RTx2920",3377.90365,91.44,69.5
"ATx2923/RTx2935",3488.1108,97.79,69.75
"ATx2923/RTx2936",3150.56015,96.52,71.25
"ATx2923/RTx2937",3589.382,99.695,69.75
"ATx2923/RTx2938",2104.51545,89.535,73.25
"ATx2923/RTx2939",2452.69145,110.94845,73.6128
"ATx2923/RTx2940",3658.00945,96.52,69.75
"ATx2923/RTx2941",2868.9617,99.06,72.5
"ATx2923/RTx2942",3766.40565,104.14,69
"ATx2923/RTx2943",3247.87335,106.045,72.5
"ATx2923/RTx2944",2950.14445,97.79,69.5
"ATx2924/R01302",2776.08175,102.235,70.5
"ATx2924/R02107",2421.9862,105.41,70.5
"ATx2924/R03248",3678.92085,95.25,68.75
"ATx2924/R04060",4030.2733,111.125,70
"ATx2924/R04104",4029.12005,104.775,68.25
"ATx2924/R05330",3234.39025,111.76,71.25
"ATx2924/R05386",3788.947,95.25,68.25
"ATx2924/R05393",2403.93625,98.425,71.25
"ATx2924/R05405",3441.16325,92.71,68.25
"ATx2924/R05425",3067.6884,92.71,68.5
"ATx2924/R05512",2951.10155,97.155,69.75
"ATx2924/R07161",3438.56965,114.3,69
"ATx2924/R07178",3704.80285,97.155,68.25
"ATx2924/R08224",2609.09975,109.855,70.5
"ATx2924/R08297",3761.40295,100.33,68.25
"ATx2924/R08303",3600.10485,92.71,68.25
"ATx2924/R08304",3911.26445,106.68,68.25
"ATx2924/R08306",3855.6831,100.33,68.25
"ATx2924/R11158",3498.463,103.505,68.25
"ATx2924/R11208",3364.2399,90.805,68.5
"ATx2924/R12071",3582.85955,100.33,69.75
"ATx2924/R12145",3308.55985,103.505,71.25
"ATx2924/R12148",3555.8435,103.505,70.5
"ATx2924/R12154",3364.4257,100.33,70.25
"ATx2924/R12156",3750.84795,107.95,71.25
"ATx2924/R12157",3914.93445,108.585,69.75
"ATx2924/RTx2912",2209.2547,97.155,71.25
"ATx2924/RTx2913",3476.6418,111.76,71.25
"ATx2924/RTx2914",3306.5839,104.775,69.75
"ATx2924/RTx2916",2963.7298,100.33,71.25
"ATx2924/RTx2917",3662.06765,103.505,68.25
"ATx2924/RTx2918",3793.65105,103.505,68.5
"ATx2924/RTx2919",3374.4912,98.425,68.25
"ATx2924/RTx2920",3443.9644,93.98,68.25
"ATx2924/RTx2935",3554.17155,100.33,68.5
"ATx2924/RTx2936",3216.6209,99.06,70
"ATx2924/RTx2937",3655.44275,102.235,68.5
"ATx2924/RTx2938",2170.5762,92.075,72
"ATx2924/RTx2939",2518.7522,113.48845,72.3628
"ATx2924/RTx2940",3724.0702,99.06,68.5
"ATx2924/RTx2941",2935.02245,101.6,71.25
"ATx2924/RTx2942",3832.4664,106.68,67.75
"ATx2924/RTx2943",3313.9341,108.585,71.25
"ATx2924/RTx2944",3016.2052,100.33,68.25
"ATx2926/R01302",2725.7606,104.14,71
"ATx2926/R02107",2371.66505,107.315,71
"ATx2926/R03248",3628.5997,97.155,69.25
"ATx2926/R04060",3979.95215,113.03,70.5
"ATx2926/R04104",3978.7989,106.68,68.75
"ATx2926/R05330",3184.0691,113.665,71.75
"ATx2926/R05386",3738.62585,97.155,68.75
"ATx2926/R05393",2353.6151,100.33,71.75
"ATx2926/R05405",3390.8421,94.615,68.75
"ATx2926/R05425",3017.36725,94.615,69
"ATx2926/R05512",2900.7804,99.06,70.25
"ATx2926/R07161",3388.2485,116.205,69.5
"ATx2926/R07178",3654.4817,99.06,68.75
"ATx2926/R08224",2558.7786,111.76,71
"ATx2926/R08297",3711.0818,102.235,68.75
"ATx2926/R08303",3549.7837,94.615,68.75
"ATx2926/R08304",3860.9433,108.585,68.75
"ATx2926/R08306",3805.36195,102.235,68.75
"ATx2926/R11158",3448.14185,105.41,68.75
"ATx2926/R11208",3313.91875,92.71,69
"ATx2926/R12071",3532.5384,102.235,70.25
"ATx2926/R12145",3258.2387,105.41,71.75
"ATx2926/R12148",3505.52235,105.41,71
"ATx2926/R12154",3314.10455,102.235,70.75
"ATx2926/R12156",3700.5268,109.855,71.75
"ATx2926/R12157",3864.6133,110.49,70.25
"ATx2926/RTx2912",2158.93355,99.06,71.75
"ATx2926/RTx2913",3426.32065,113.665,71.75
"ATx2926/RTx2914",3256.26275,106.68,70.25
"ATx2926/RTx2916",2913.40865,102.235,71.75
"ATx2926/RTx2917",3611.7465,105.41,68.75
"ATx2926/RTx2918",3743.3299,105.41,69
"ATx2926/RTx2919",3324.17005,100.33,68.75
"ATx2926/RTx2920",3393.64325,95.885,68.75
"ATx2926/RTx2935",3503.8504,102.235,69
"ATx2926/RTx2936",3166.29975,100.965,70.5
"ATx2926/RTx2937",3605.1216,104.14,69
"ATx2926/RTx2938",2120.25505,93.98,72.5
"ATx2926/RTx2939",2468.43105,115.39345,72.8628
"ATx2926/RTx2940",3673.74905,100.965,69
"ATx2926/RTx2941",2884.7013,103.505,71.75
"ATx2926/RTx2942",3782.14525,108.585,68.25
"ATx2926/RTx2943",3263.61295,110.49,71.75
"ATx2926/RTx2944",2965.88405,102.235,68.75
"ATx2927/R01302",3227.69985,107.315,72.5
"ATx2927/R02107",2873.6043,110.49,72.5
"ATx2927/R03248",4130.53895,100.33,70.75
"ATx2927/R04060",4481.8914,116.205,72
"ATx2927/R04104",4480.73815,109.855,70.25
"ATx2927/R05330",3686.00835,116.84,73.25
"ATx2927/R05386",4240.5651,100.33,70.25
"ATx2927/R05393",2855.55435,103.505,73.25
"ATx2927/R05405",3892.78135,97.79,70.25
"ATx2927/R05425",3519.3065,97.79,70.5
"ATx2927/R05512",3402.71965,102.235,71.75
"ATx2927/R07161",3890.18775,119.38,71
"ATx2927/R07178",4156.42095,102.235,70.25
"ATx2927/R08224",3060.71785,114.935,72.5
"ATx2927/R08297",4213.02105,105.41,70.25
"ATx2927/R08303",4051.72295,97.79,70.25
"ATx2927/R08304",4362.88255,111.76,70.25
"ATx2927/R08306",4307.3012,105.41,70.25
"ATx2927/R11158",3950.0811,108.585,70.25
"ATx2927/R11208",3815.858,95.885,70.5
"ATx2927/R12071",4034.47765,105.41,71.75
"ATx2927/R12145",3760.17795,108.585,73.25
"ATx2927/R12148",4007.4616,108.585,72.5
"ATx2927/R12154",3816.0438,105.41,72.25
"ATx2927/R12156",4202.46605,113.03,73.25
"ATx2927/R12157",4366.55255,113.665,71.75
"ATx2927/RTx2912",2660.8728,102.235,73.25
"ATx2927/RTx2913",3928.2599,116.84,73.25
"ATx2927/RTx2914",3758.202,109.855,71.75
"ATx2927/RTx2916",3415.3479,105.41,73.25
"ATx2927/RTx2917",4113.68575,108.585,70.25
"ATx2927/RTx2918",4245.26915,108.585,70.5
"ATx2927/RTx2919",3826.1093,103.505,70.25
"ATx2927/RTx2920",3895.5825,99.06,70.25
"ATx2927/RTx2935",4005.78965,105.41,70.5
"ATx2927/RTx2936",3668.239,104.14,72
"ATx2927/RTx2937",4107.06085,107.315,70.5
"ATx2927/RTx2938",2622.1943,97.155,74
"ATx2927/RTx2939",2970.3703,118.56845,74.3628
"ATx2927/RTx2940",4175.6883,104.14,70.5
"ATx2927/RTx2941",3386.64055,106.68,73.25
"ATx2927/RTx2942",4284.0845,111.76,69.75
"ATx2927/RTx2943",3765.5522,113.665,73.25
"ATx2927/RTx2944",3467.8233,105.41,70.25
"ATx2930/R01302",2637.3596,100.965,70.25
"ATx2930/R02107",2283.26405,104.14,70.25
"ATx2930/R03248",3540.1987,93.98,68.5
"ATx2930/R04060",3891.55115,109.855,69.75
"ATx2930/R04104",3890.3979,103.505,68
"ATx2930/R05330",3095.6681,110.49,71
"ATx2930/R05386",3650.22485,93.98,68
"ATx2930/R05393",2265.2141,97.155,71
"ATx2930/R05405",3302.4411,91.44,68
"ATx2930/R05425",2928.96625,91.44,68.25
"ATx2930/R05512",2812.3794,95.885,69.5
"ATx2930/R07161",3299.8475,113.03,68.75
"ATx2930/R07178",3566.0807,95.885,68
"ATx2930/R08224",2470.3776,108.585,70.25
"ATx2930/R08297",3622.6808,99.06,68
"ATx2930/R08303",3461.3827,91.44,68
"ATx2930/R08304",3772.5423,105.41,68
"ATx2930/R08306",3716.96095,99.06,68
"ATx2930/R11158",3359.74085,102.235,68
"ATx2930/R11208",3225.51775,89.535,68.25
"ATx2930/R12071",3444.1374,99.06,69.5
"ATx2930/R12145",3169.8377,102.235,71
"ATx2930/R12148",3417.12135,102.235,70.25
"ATx2930/R12154",3225.70355,99.06,70
"ATx2930/R12156",3612.1258,106.68,71
"ATx2930/R12157",3776.2123,107.315,69.5
"ATx2930/RTx2912",2070.53255,95.885,71
"ATx2930/RTx2913",3337.91965,110.49,71
"ATx2930/RTx2914",3167.86175,103.505,69.5
"ATx2930/RTx2916",2825.00765,99.06,71
"ATx2930/RTx2917",3523.3455,102.235,68
"ATx2930/RTx2918",3654.9289,102.235,68.25
"ATx2930/RTx2919",3235.76905,97.155,68
"ATx2930/RTx2920",3305.24225,92.71,68
"ATx2930/RTx2935",3415.4494,99.06,68.25
"ATx2930/RTx2936",3077.89875,97.79,69.75
"ATx2930/RTx2937",3516.7206,100.965,68.25
"ATx2930/RTx2938",2031.85405,90.805,71.75
"ATx2930/RTx2939",2380.03005,112.21845,72.1128
"ATx2930/RTx2940",3585.34805,97.79,68.25
"ATx2930/RTx2941",2796.3003,100.33,71
"ATx2930/RTx2942",3693.74425,105.41,67.5
"ATx2930/RTx2943",3175.21195,107.315,71
"ATx2930/RTx2944",2877.48305,99.06,68
"ATx2931/R01302",2915.11915,97.79,71.25
"ATx2931/R02107",2561.0236,100.965,71.25
"ATx2931/R03248",3817.95825,90.805,69.5
"ATx2931/R04060",4169.3107,106.68,70.75
"ATx2931/R04104",4168.15745,100.33,69
"ATx2931/R05330",3373.42765,107.315,72
"ATx2931/R05386",3927.9844,90.805,69
"ATx2931/R05393",2542.97365,93.98,72
"ATx2931/R05405",3580.20065,88.265,69
