"","gy","ph","dy"
"ATx2931/RTx2938",5854.355,98.425,93.25
"ATx2931/RTx2939",5988.479,109.22,95
"ATx2931/RTx2940",5849.613,97.155,92
"ATx2931/RTx2941",4439.8495,101.6,97.5
"ATx2931/RTx2942",6484.7445,104.14,92.25
"ATx2931/RTx2943",5849.5885,111.125,94.5
"ATx2931/RTx2944",5308.6685,99.06,90.75
"ATx2934/R01302",5630.565,104.775,91
"ATx2934/R02107",4613.878,107.95,91.25
"ATx2934/R03248",6064.3815,107.95,91.75
"ATx2934/R04060",6499.437,109.855,92.25
"ATx2934/R04104",5481.796,106.68,91.25
"ATx2934/R05330",5560.2615,113.03,91.75
"ATx2934/R05386",5402.995,98.425,93
"ATx2934/R05393",5449.8145,101.6,92.75
"ATx2934/R05405",5335.443,102.235,93.25
"ATx2934/R05425",5241.811,104.14,90.75
"ATx2934/R05512",5121.8155,103.505,94
"ATx2934/R07161",6094.371,114.935,91.5
"ATx2934/R07178",5858.959,103.505,92.25
"ATx2934/R08224",5349.3035,116.205,94
"ATx2934/R08297",5111.1085,100.965,93.25
"ATx2934/R08303",5413.479,93.345,93.5
"ATx2934/R08304",5669.239,120.65,93.5
"ATx2934/R08306",5727.5815,99.695,91.25
"ATx2934/R11158",5678.932,114.3,91.25
"ATx2934/R11208",5693.6745,96.52,93.5
"ATx2934/R12071",6373.7015,107.95,89
"ATx2934/R12145",5763.331,106.68,93.5
"ATx2934/R12148",5367.2065,102.87,92.75
"ATx2934/R12154",6009.563,110.49,91.25
"ATx2934/R12156",5848.9195,105.41,94.75
"ATx2934/R12157",5360.8995,109.22,93.5
"ATx2934/RTx2912",4726.424,105.41,95.25
"ATx2934/RTx2913",6121.081,116.84,93
"ATx2934/RTx2914",5097.6405,115.57,92.25
"ATx2934/RTx2916",5156.88,109.22,93.5
"ATx2934/RTx2917",5275.034,100.965,92.5
"ATx2934/RTx2918",5927.35,101.6,93.5
"ATx2934/RTx2919",5285.3465,107.315,94
"ATx2934/RTx2920",4914.731,93.345,90.75
"ATx2934/RTx2935",5934.118,102.235,93.5
"ATx2934/RTx2936",5959.8265,112.395,91.25
"ATx2934/RTx2937",5290.723,100.33,93
"ATx2934/RTx2938",5541.105,103.505,92.25
"ATx2934/RTx2939",5675.229,114.3,94
"ATx2934/RTx2940",5536.363,102.235,91
"ATx2934/RTx2941",4126.5995,106.68,96.5
"ATx2934/RTx2942",6171.4945,109.22,91.25
"ATx2934/RTx2943",5536.3385,116.205,93.5
"ATx2934/RTx2944",4995.4185,104.14,89.75
"ATx3408/R01302",6065.912,111.76,91.5
"ATx3408/R02107",5049.225,114.935,91.75
"ATx3408/R03248",6499.7285,114.935,92.25
"ATx3408/R04060",6934.784,116.84,92.75
"ATx3408/R04104",5917.143,113.665,91.75
"ATx3408/R05330",5995.6085,120.015,92.25
"ATx3408/R05386",5838.342,105.41,93.5
"ATx3408/R05393",5885.1615,108.585,93.25
"ATx3408/R05405",5770.79,109.22,93.75
"ATx3408/R05425",5677.158,111.125,91.25
"ATx3408/R05512",5557.1625,110.49,94.5
"ATx3408/R07161",6529.718,121.92,92
"ATx3408/R07178",6294.306,110.49,92.75
"ATx3408/R08224",5784.6505,123.19,94.5
"ATx3408/R08297",5546.4555,107.95,93.75
"ATx3408/R08303",5848.826,100.33,94
"ATx3408/R08304",6104.586,127.635,94
"ATx3408/R08306",6162.9285,106.68,91.75
"ATx3408/R11158",6114.279,121.285,91.75
"ATx3408/R11208",6129.0215,103.505,94
"ATx3408/R12071",6809.0485,114.935,89.5
"ATx3408/R12145",6198.678,113.665,94
"ATx3408/R12148",5802.5535,109.855,93.25
"ATx3408/R12154",6444.91,117.475,91.75
"ATx3408/R12156",6284.2665,112.395,95.25
"ATx3408/R12157",5796.2465,116.205,94
"ATx3408/RTx2912",5161.771,112.395,95.75
"ATx3408/RTx2913",6556.428,123.825,93.5
"ATx3408/RTx2914",5532.9875,122.555,92.75
"ATx3408/RTx2916",5592.227,116.205,94
"ATx3408/RTx2917",5710.381,107.95,93
"ATx3408/RTx2918",6362.697,108.585,94
"ATx3408/RTx2919",5720.6935,114.3,94.5
"ATx3408/RTx2920",5350.078,100.33,91.25
"ATx3408/RTx2935",6369.465,109.22,94
"ATx3408/RTx2936",6395.1735,119.38,91.75
"ATx3408/RTx2937",5726.07,107.315,93.5
"ATx3408/RTx2938",5976.452,110.49,92.75
"ATx3408/RTx2939",6110.576,121.285,94.5
"ATx3408/RTx2940",5971.71,109.22,91.5
"ATx3408/RTx2941",4561.9465,113.665,97
"ATx3408/RTx2942",6606.8415,116.205,91.75
"ATx3408/RTx2943",5971.6855,123.19,94
"ATx3408/RTx2944",5430.7655,111.125,90.25
"ATx3409/R01302",5738.915,108.585,91.25
"ATx3409/R02107",4722.228,111.76,91.5
"ATx3409/R03248",6172.7315,111.76,92
"ATx3409/R04060",6607.787,113.665,92.5
"ATx3409/R04104",5590.146,110.49,91.5
"ATx3409/R05330",5668.6115,116.84,92
"ATx3409/R05386",5511.345,102.235,93.25
"ATx3409/R05393",5558.1645,105.41,93
"ATx3409/R05405",5443.793,106.045,93.5
"ATx3409/R05425",5350.161,107.95,91
"ATx3409/R05512",5230.1655,107.315,94.25
"ATx3409/R07161",6202.721,118.745,91.75
"ATx3409/R07178",5967.309,107.315,92.5
"ATx3409/R08224",5457.6535,120.015,94.25
"ATx3409/R08297",5219.4585,104.775,93.5
"ATx3409/R08303",5521.829,97.155,93.75
"ATx3409/R08304",5777.589,124.46,93.75
"ATx3409/R08306",5835.9315,103.505,91.5
"ATx3409/R11158",5787.282,118.11,91.5
"ATx3409/R11208",5802.0245,100.33,93.75
"ATx3409/R12071",6482.0515,111.76,89.25
"ATx3409/R12145",5871.681,110.49,93.75
"ATx3409/R12148",5475.5565,106.68,93
"ATx3409/R12154",6117.913,114.3,91.5
"ATx3409/R12156",5957.2695,109.22,95
"ATx3409/R12157",5469.2495,113.03,93.75
"ATx3409/RTx2912",4834.774,109.22,95.5
"ATx3409/RTx2913",6229.431,120.65,93.25
"ATx3409/RTx2914",5205.9905,119.38,92.5
"ATx3409/RTx2916",5265.23,113.03,93.75
"ATx3409/RTx2917",5383.384,104.775,92.75
"ATx3409/RTx2918",6035.7,105.41,93.75
"ATx3409/RTx2919",5393.6965,111.125,94.25
"ATx3409/RTx2920",5023.081,97.155,91
"ATx3409/RTx2935",6042.468,106.045,93.75
"ATx3409/RTx2936",6068.1765,116.205,91.5
"ATx3409/RTx2937",5399.073,104.14,93.25
"ATx3409/RTx2938",5649.455,107.315,92.5
"ATx3409/RTx2939",5783.579,118.11,94.25
"ATx3409/RTx2940",5644.713,106.045,91.25
"ATx3409/RTx2941",4234.9495,110.49,96.75
"ATx3409/RTx2942",6279.8445,113.03,91.5
"ATx3409/RTx2943",5644.6885,120.015,93.75
"ATx3409/RTx2944",5103.7685,107.95,90
"ATx644/R01302",5071.297,107.315,87.5
"ATx644/R02107",4054.61,110.49,87.75
"ATx644/R03248",5505.1135,110.49,88.25
"ATx644/R04060",5940.169,112.395,88.75
"ATx644/R04104",4922.528,109.22,87.75
"ATx644/R05330",5000.9935,115.57,88.25
"ATx644/R05386",4843.727,100.965,89.5
"ATx644/R05393",4890.5465,104.14,89.25
"ATx644/R05405",4776.175,104.775,89.75
"ATx644/R05425",4682.543,106.68,87.25
"ATx644/R05512",4562.5475,106.045,90.5
"ATx644/R07161",5535.103,117.475,88
"ATx644/R07178",5299.691,106.045,88.75
"ATx644/R08224",4790.0355,118.745,90.5
"ATx644/R08297",4551.8405,103.505,89.75
"ATx644/R08303",4854.211,95.885,90
"ATx644/R08304",5109.971,123.19,90
"ATx644/R08306",5168.3135,102.235,87.75
"ATx644/R11158",5119.664,116.84,87.75
"ATx644/R11208",5134.4065,99.06,90
"ATx644/R12071",5814.4335,110.49,85.5
"ATx644/R12145",5204.063,109.22,90
"ATx644/R12148",4807.9385,105.41,89.25
"ATx644/R12154",5450.295,113.03,87.75
"ATx644/R12156",5289.6515,107.95,91.25
"ATx644/R12157",4801.6315,111.76,90
"ATx644/RTx2912",4167.156,107.95,91.75
"ATx644/RTx2913",5561.813,119.38,89.5
"ATx644/RTx2914",4538.3725,118.11,88.75
"ATx644/RTx2916",4597.612,111.76,90
"ATx644/RTx2917",4715.766,103.505,89
"ATx644/RTx2918",5368.082,104.14,90
"ATx644/RTx2919",4726.0785,109.855,90.5
"ATx644/RTx2920",4355.463,95.885,87.25
"ATx644/RTx2935",5374.85,104.775,90
"ATx644/RTx2936",5400.5585,114.935,87.75
"ATx644/RTx2937",4731.455,102.87,89.5
"ATx644/RTx2938",4981.837,106.045,88.75
"ATx644/RTx2939",5115.961,116.84,90.5
"ATx644/RTx2940",4977.095,104.775,87.5
"ATx644/RTx2941",3567.3315,109.22,93
"ATx644/RTx2942",5612.2265,111.76,87.75
"ATx644/RTx2943",4977.0705,118.745,90
"ATx644/RTx2944",4436.1505,106.68,86.25
