env,pedigree,female,male,ra,ro,rep,test,dy,ph,gy,gy_t_ha
20LY,A03032/RTx2943,A03032,RTx2943,3,79,1,SCHV,66,96.52,3585.901655,3.585901655
20LY,A05269/RTx2944,A05269,RTx2944,6,67,1,SCHV,66,96.52,3591.755159,3.591755159
20LY,A05210/R05512,A05210,R05512,5,81,1,SCHV,68,114.3,3597.167857,3.597167857
20LY,A08134/RTx2936,A08134,RTx2936,7,63,1,SCHV,64,114.3,3602.754826,3.602754826
20LY,A03040/RTx2940,A03040,RTx2940,4,79,1,SCHV,64,109.22,3622.247712,3.622247712
20LY,A03043/R05330,A03043,R05330,13,55,2,SCHV,70,101.6,3631.735309,3.631735309
20LY,A03043/RTx2913,A03043,RTx2913,4,69,1,SCHV,69,96.52,3633.273007,3.633273007
20LY,A05210/RTx2938,A05210,RTx2938,6,81,1,SCHV,68,101.6,3634.195626,3.634195626
20LY,A01021/R05425,A01021,R05425,3,43,1,SCHV,63,127,3644.990267,3.644990267
20LY,AKS120/R12071,AKS120,R12071,9,65,1,SCHV,66,114.3,3666.2105,3.6662105
20LY,A03093/R05386,A03093,R05386,5,41,1,SCHV,68,96.52,3667.794329,3.667794329
20LY,A08140/R12148,A08140,R12148,7,71,1,SCHV,68,101.6,3684.514233,3.684514233
20LY,A03043/R05425,A03043,R05425,12,79,2,SCHV,68,121.92,3685.923789,3.685923789
20LY,A06035/RTx2920,A06035,RTx2920,6,61,1,SCHV,66,96.52,3689.475872,3.689475872
20LY,A08158/R07178,A08158,R07178,7,77,1,SCHV,68,114.3,3691.905435,3.691905435
20LY,A08140/RTx2942,A08140,RTx2942,7,73,1,SCHV,64,109.22,3694.796307,3.694796307
20LY,AN290/R07161,AN290,R07161,9,83,1,SCHV,69,96.52,3713.264061,3.713264061
20LY,A11085/RTx2944,A11085,RTx2944,8,57,1,SCHV,63,114.3,3719.23033,3.71923033
20LY,A03093/R07178,A03093,R07178,5,43,1,SCHV,68,101.6,3727.687669,3.727687669
20LY,A05210/R05330,A05210,R05330,5,79,1,SCHV,68,109.22,3732.869712,3.732869712
20LY,A03054/RTx2918,A03054,RTx2918,4,61,1,SCHV,64,88.9,3751.798775,3.751798775
20LY,A03054/R01302,A03054,R01302,4,65,1,SCHV,69,88.9,3751.798775,3.751798775
20LY,A07124/R05330,A07124,R05330,12,67,2,SCHV,71,109.22,3757.560017,3.757560017
20LY,A05210/R05512,A05210,R05512,13,49,2,SCHV,69,114.3,3759.938323,3.759938323
20LY,A05210/R12145,A05210,R12145,5,83,1,SCHV,69,121.92,3760.866068,3.760866068
20LY,A01362/R05330,A01362,R05330,3,61,1,SCHV,68,101.6,3761.168482,3.761168482
20LY,A08140/R04060,A08140,R04060,7,67,1,SCHV,68,96.52,3767.729327,3.767729327
20LY,ATx2924/R12145,ATx2924,R12145,10,51,1,SCHV,68,101.6,3778.247182,3.778247182
20LY,A08068/RTx2941,A08068,RTx2941,7,53,1,SCHV,70,109.22,3785.371849,3.785371849
20LY,A03055/RTx2936,A03055,RTx2936,4,51,1,SCHV,66,96.52,3785.84341,3.78584341
20LY,A06035/RTx2943,A06035,RTx2943,6,59,1,SCHV,68,101.6,3790.374494,3.790374494
20LY,A03040/R03248,A03040,R03248,3,83,1,SCHV,66,96.52,3799.226509,3.799226509
20LY,A07124/R07178,A07124,R07178,7,41,1,SCHV,68,101.6,3808.263048,3.808263048
20LY,AKS120/RTx2918,AKS120,RTx2918,9,67,1,SCHV,64,101.6,3808.801242,3.808801242
20LY,A11085/R02107,A11085,R02107,8,63,1,SCHV,65,101.6,3814.823893,3.814823893
20LY,ATx2921/RTx2914,ATx2921,RTx2914,17,81,2,SCHV,68,109.22,3824.931695,3.824931695
20LY,A08158/R03248,A08158,R03248,7,75,1,SCHV,68,114.3,3827.566285,3.827566285
20LY,A06036/R04104,A06036,R04104,6,57,1,SCHV,66,88.9,3828.868202,3.828868202
20LY,A03055/R12148,A03055,R12148,13,79,2,SCHV,69,114.3,3837.694589,3.837694589
20LY,AKS120/R05425,AKS120,R05425,9,61,1,SCHV,64,127,3838.278914,3.838278914
20LY,A05071/R05405,A05071,R05405,5,65,1,SCHV,68,109.22,3842.78437,3.84278437
20LY,A05210/R12157,A05210,R12157,6,83,1,SCHV,68,114.3,3848.043297,3.848043297
20LY,A05269/R07161,A05269,R07161,6,75,1,SCHV,68,121.92,3862.133737,3.862133737
20LY,ATx2923/RTx2917,ATx2923,RTx2917,10,61,1,SCHV,66,114.3,3863.481786,3.863481786
20LY,A07124/R01302,A07124,R01302,6,43,1,SCHV,68,109.22,3865.311647,3.865311647
20LY,ATx2921/R01302,ATx2921,R01302,10,79,1,SCHV,71,114.3,3873.768986,3.873768986
20LY,AKS117/RTx2914,AKS117,RTx2914,8,41,1,SCHV,68,121.92,3880.724507,3.880724507
20LY,A11085/R03248,A11085,R03248,8,61,1,SCHV,65,114.3,3891.50377,3.89150377
20LY,ATx3409/R08224,ATx3409,R08224,20,59,2,SCHV,69,109.22,3897.654563,3.897654563
20LY,A05269/RTx2936,A05269,RTx2936,6,69,1,SCHV,68,101.6,3908.561968,3.908561968
20LY,AKS118/RTx2918,AKS118,RTx2918,9,47,1,SCHV,68,114.3,3912.641993,3.912641993
20LY,A03089/R08224,A03089,R08224,12,41,2,SCHV,72,139.7,3924.697546,3.924697546
20LY,A08158/R12154,A08158,R12154,7,81,1,SCHV,68,114.3,3927.024596,3.927024596
20LY,AKS120/RTx2942,AKS120,RTx2942,9,69,1,SCHV,63,114.3,3959.070224,3.959070224
20LY,AKS117/RTx2942,AKS117,RTx2942,13,63,2,SCHV,68,114.3,3971.643468,3.971643468
20LY,ATx2926/R08297,ATx2926,R08297,10,41,1,SCHV,68,109.22,3979.962415,3.979962415
20LY,A03054/R07161,A03054,R07161,4,63,1,SCHV,69,96.52,3985.467374,3.985467374
20LY,AHF14/R07161,AHF14,R07161,8,55,1,SCHV,68,114.3,3985.4725,3.9854725
20LY,A07124/RTx2943,A07124,RTx2943,7,47,1,SCHV,68,109.22,3989.096341,3.989096341
20LY,A03032/R08297,A03032,R08297,3,75,1,SCHV,66,96.52,3993.422399,3.993422399
20LY,A07118/R12148,A07118,R12148,6,47,1,SCHV,68,109.22,3995.354773,3.995354773
20LY,AKS119/R01302,AKS119,R01302,9,53,1,SCHV,68,121.92,4022.00308,4.02200308
20LY,AKS117/RTx2914,AKS117,RTx2914,14,81,2,SCHV,71,101.6,4022.46439,4.02246439
20LY,A01021/R11158,A01021,R11158,3,45,1,SCHV,63,114.3,4048.020932,4.048020932
20LY,A08134/R12148,A08134,R12148,7,61,1,SCHV,68,121.92,4078.795396,4.078795396
20LY,A05269/R12156,A05269,R12156,6,71,1,SCHV,70,96.52,4087.09384,4.08709384
20LY,A05269/R01302,A05269,R01302,6,77,1,SCHV,68,109.22,4111.784145,4.111784145
20LY,A08068/R07161,A08068,R07161,7,49,1,SCHV,68,121.92,4121.553654,4.121553654
20LY,A11076/RTx2918,A11076,RTx2918,8,77,1,SCHV,66,114.3,4122.03034,4.12203034
20LY,ATx2923/R05330,ATx2923,R05330,10,69,1,SCHV,70,114.3,4126.392277,4.126392277
20LY,AKS118/RTx2912,AKS118,RTx2912,9,45,1,SCHV,72,109.22,4137.145912,4.137145912
20LY,A11076/RTx2938,A11076,RTx2938,8,75,1,SCHV,68,101.6,4138.534966,4.138534966
20LY,AN290/RTx2942,AN290,RTx2942,10,81,1,SCHV,68,109.22,4148.832417,4.148832417
20LY,A05210/RTx2938,A05210,RTx2938,12,69,2,SCHV,68,114.3,4152.948323,4.152948323
20LY,A06036/R11158,A06036,R11158,6,55,1,SCHV,66,96.52,4169.058273,4.169058273
20LY,A11076/R12148,A11076,R12148,8,79,1,SCHV,68,109.22,4183.476755,4.183476755
20LY,ATx2926/R12154,ATx2926,R12154,11,41,1,SCHV,68,101.6,4183.97907,4.18397907
20LY,ATx3408/R12145,ATx3408,R12145,11,81,1,SCHV,71,121.92,4212.375227,4.212375227
20LY,AKS116/R08303,AKS116,R08303,8,51,1,SCHV,68,114.3,4215.096953,4.215096953
20LY,A08158/RTx2914,A08158,RTx2914,16,81,2,SCHV,68,121.92,4224.517917,4.224517917
20LY,AN268/R12154,AN268,R12154,14,55,2,SCHV,68,114.3,4234.405315,4.234405315
20LY,A03054/RTx2940,A03054,RTx2940,12,73,2,SCHV,68,109.22,4246.040564,4.246040564
20LY,ATx2926/R12154,ATx2926,R12154,12,47,2,SCHV,68,109.22,4254.456898,4.254456898
20LY,AN290/R03248,AN290,R03248,9,81,1,SCHV,71,109.22,4258.552301,4.258552301
20LY,AKS118/RTx2943,AKS118,RTx2943,9,49,1,SCHV,70,121.92,4265.266915,4.265266915
20LY,ATx2927/RTx2936,ATx2927,RTx2936,11,47,1,SCHV,68,114.3,4293.068497,4.293068497
20LY,ATx2930/R01302,ATx2930,R01302,11,49,1,SCHV,68,109.22,4298.56833,4.29856833
20LY,A03017/RTx2920,A03017,RTx2920,3,73,1,SCHV,66,101.6,4298.757979,4.298757979
20LY,AN263/R12148,AN263,R12148,14,83,2,SCHV,72,101.6,4311.49012,4.31149012
20LY,A03121/R05425,A03121,R05425,17,53,2,SCHV,68,121.92,4318.015085,4.318015085
20LY,A08158/RTx2914,A08158,RTx2914,7,83,1,SCHV,68,121.92,4318.963332,4.318963332
20LY,AHF14/RTx2943,AHF14,RTx2943,17,83,2,SCHV,68,101.6,4343.361475,4.343361475
20LY,ATx2924/R04060,ATx2924,R04060,10,57,1,SCHV,68,101.6,4345.703902,4.345703902
20LY,ATx2926/R01302,ATx2926,R01302,10,45,1,SCHV,68,114.3,4347.472254,4.347472254
20LY,A07118/RTx2919,A07118,RTx2919,6,45,1,SCHV,64,114.3,4351.142227,4.351142227
20LY,A08134/R05405,A08134,R05405,7,57,1,SCHV,65,121.92,4353.156612,4.353156612
20LY,ATx2930/R03248,ATx2930,R03248,11,51,1,SCHV,68,109.22,4361.526815,4.361526815
20LY,A05071/R04060,A05071,R04060,13,69,2,SCHV,69,114.3,4362.833858,4.362833858
20LY,A08068/R12156,A08068,R12156,7,51,1,SCHV,70,109.22,4365.6786,4.3656786
20LY,A06036/RTx2919,A06036,RTx2919,6,53,1,SCHV,68,109.22,4374.023175,4.374023175
20LY,ATx2923/R04104,ATx2923,R04104,10,71,1,SCHV,69,109.22,4384.007961,4.384007961
20LY,ATx2924/RTx2940,ATx2924,RTx2940,10,47,1,SCHV,68,109.22,4384.85882,4.38485882
20LY,AHF14/RTx2943,AHF14,RTx2943,8,53,1,SCHV,68,121.92,4399.200418,4.399200418
20LY,ATx2926/R08297,ATx2926,R08297,12,49,2,SCHV,68,109.22,4415.238609,4.415238609
20LY,AKS116/RTx2917,AKS116,RTx2917,8,49,1,SCHV,68,114.3,4416.104845,4.416104845
20LY,A07124/RTx2919,A07124,RTx2919,7,45,1,SCHV,64,109.22,4431.707355,4.431707355
20LY,A03017/R04060,A03017,R04060,3,71,1,SCHV,69,114.3,4435.438836,4.435438836
20LY,ATx2931/RTx2936,ATx2931,RTx2936,11,69,1,SCHV,68,127,4450.405763,4.450405763
20LY,A03043/RTx2940,A03043,RTx2940,19,75,2,SCHV,68,114.3,4451.907582,4.451907582
20LY,A01046/R05512,A01046,R05512,12,71,2,SCHV,68,127,4454.865088,4.454865088
20LY,ATx2923/R05425,ATx2923,R05425,10,67,1,SCHV,69,114.3,4458.652951,4.458652951
20LY,A07118/R07161,A07118,R07161,18,61,2,SCHV,66,121.92,4468.914523,4.468914523
20LY,A08158/R12071,A08158,R12071,7,79,1,SCHV,68,127,4499.919641,4.499919641
20LY,ATx2923/R11158,ATx2923,R11158,10,65,1,SCHV,70,114.3,4524.738088,4.524738088
20LY,ATx2931/R08297,ATx2931,R08297,11,65,1,SCHV,68,134.62,4531.273305,4.531273305
20LY,A03040/RTx2913,A03040,RTx2913,4,81,1,SCHV,68,114.3,4548.695424,4.548695424
20LY,A05269/R08306,A05269,R08306,6,73,1,SCHV,68,114.3,4552.155245,4.552155245
20LY,AKS120/R08303,AKS120,R08303,9,63,1,SCHV,63,109.22,4562.165659,4.562165659
20LY,ATx3408/R12145,ATx3408,R12145,18,65,2,SCHV,72,134.62,4562.350183,4.562350183
20LY,AKS120/R05425,AKS120,R05425,12,57,2,SCHV,64,139.7,4564.041651,4.564041651
20LY,ATx2931/R08306,ATx2931,R08306,11,67,1,SCHV,68,121.92,4565.533218,4.565533218
20LY,A03043/R01302,A03043,R01302,4,77,1,SCHV,70,109.22,4584.928717,4.584928717
20LY,A03054/R01302,A03054,R01302,13,61,2,SCHV,68,101.6,4587.465918,4.587465918
20LY,A03032/RTx2943,A03032,RTx2943,13,51,2,SCHV,68,101.6,4590.377293,4.590377293
20LY,A03093/RTx2917,A03093,RTx2917,14,71,2,SCHV,68,109.22,4592.550573,4.592550573
20LY,A03017/RTx2920,A03017,RTx2920,12,51,2,SCHV,68,114.3,4610.111085,4.610111085
20LY,ATx644/R08224,ATx644,R08224,20,49,2,SCHV,68,139.7,4627.036015,4.627036015
20LY,A07118/R08304,A07118,R08304,6,49,1,SCHV,65,114.3,4629.619348,4.629619348
20LY,AKS116/RTx2936,AKS116,RTx2936,8,47,1,SCHV,68,121.92,4629.619348,4.629619348
20LY,AN290/RTx2917,AN290,RTx2917,10,83,1,SCHV,68,96.52,4651.085613,4.651085613
20LY,AKS117/R01302,AKS117,R01302,8,43,1,SCHV,68,109.22,4663.264182,4.663264182
20LY,AKS117/R01302,AKS117,R01302,18,81,2,SCHV,68,114.3,4671.71127,4.67171127
20LY,A03043/R08304,A03043,R08304,12,77,2,SCHV,68,127,4686.53468,4.68653468
20LY,ATx644/RTx2936,ATx644,RTx2936,12,81,1,SCHV,68,114.3,4692.823865,4.692823865
20LY,A06035/R05330,A06035,R05330,16,79,2,SCHV,68,114.3,4705.181832,4.705181832
20LY,ATx2930/R12148,ATx2930,R12148,11,57,1,SCHV,68,109.22,4709.359245,4.709359245
20LY,A05071/R12154,A05071,R12154,12,59,2,SCHV,68,134.62,4722.147767,4.722147767
20LY,AKS116/RTx2936,AKS116,RTx2936,13,83,2,SCHV,68,114.3,4728.431826,4.728431826
20LY,A11085/RTx2944,A11085,RTx2944,12,63,2,SCHV,63,121.92,4741.235726,4.741235726
20LY,A03121/R02107,A03121,R02107,15,75,2,SCHV,66,127,4746.361386,4.746361386
20LY,ATx2926/RTx2917,ATx2926,RTx2917,11,43,1,SCHV,65,114.3,4751.251266,4.751251266
20LY,ATx2930/RTx2942,ATx2930,RTx2942,11,61,1,SCHV,64,121.92,4752.21489,4.75221489
20LY,ATx2930/R08303,ATx2930,R08303,11,55,1,SCHV,64,114.3,4758.944882,4.758944882
20LY,ATx2930/RTx2920,ATx2930,RTx2920,11,59,1,SCHV,63,101.6,4759.790616,4.759790616
20LY,ATx2923/RTx2917,ATx2923,RTx2917,16,53,2,SCHV,65,121.92,4768.217201,4.768217201
20LY,ATx2921/R01302,ATx2921,R01302,16,59,2,SCHV,72,139.7,4809.842688,4.809842688
20LY,AKS116/RTx2942,AKS116,RTx2942,8,45,1,SCHV,64,114.3,4820.37592,4.82037592
20LY,A03040/R07178,A03040,R07178,4,83,1,SCHV,66,109.22,4828.069536,4.828069536
20LY,A05071/R08297,A05071,R08297,13,67,2,SCHV,65,114.3,4845.870954,4.845870954
20LY,ATx2921/R05405,ATx2921,R05405,10,77,1,SCHV,71,127,4847.362521,4.847362521
20LY,AN263/RTx2936,AN263,RTx2936,16,73,2,SCHV,68,109.22,4857.434443,4.857434443
20LY,ATx644/RTx2936,ATx644,RTx2936,16,55,2,SCHV,68,121.92,4876.5019,4.8765019
20LY,ATx2924/RTx2920,ATx2924,RTx2920,10,49,1,SCHV,66,109.22,4894.554475,4.894554475
20LY,AKS116/RTx2942,AKS116,RTx2942,15,67,2,SCHV,65,121.92,4895.005533,4.895005533
20LY,ATx2930/RTx2920,ATx2930,RTx2920,13,53,2,SCHV,63,114.3,4908.624412,4.908624412
20LY,ATx2930/R05425,ATx2930,R05425,11,53,1,SCHV,66,139.7,4921.530825,4.921530825
20LY,A11076/RTx2938,A11076,RTx2938,13,65,2,SCHV,68,114.3,4926.313066,4.926313066
20LY,A08158/RTx2939,A08158,RTx2939,8,83,1,SCHV,68,127,4931.730889,4.931730889
20LY,A11085/R03248,A11085,R03248,13,73,2,SCHV,68,109.22,4961.946656,4.961946656
20LY,ATx2931/R08297,ATx2931,R08297,13,59,2,SCHV,65,114.3,4988.200288,4.988200288
20LY,A01362/RTx2937,A01362,RTx2937,15,83,2,SCHV,66,96.52,4996.365464,4.996365464
20LY,ATx644/R08224,ATx644,R08224,12,83,1,SCHV,68,134.62,5003.377368,5.003377368
20LY,A01021/RTx2943,A01021,RTx2943,13,71,2,SCHV,64,127,5007.985336,5.007985336
20LY,A01021/R01302,A01021,R01302,14,75,2,SCHV,65,127,5027.934406,5.027934406
20LY,A03121/R12157,A03121,R12157,17,55,2,SCHV,68,114.3,5033.793035,5.033793035
20LY,A06036/RTx2919,A06036,RTx2919,12,53,2,SCHV,68,114.3,5038.831559,5.038831559
20LY,A07124/R11208,A07124,R11208,7,43,1,SCHV,68,101.6,5055.366939,5.055366939
20LY,ATx2931/R05405,ATx2931,R05405,11,63,1,SCHV,64,96.52,5059.088169,5.059088169
20LY,ATx2934/RTx2941,ATx2934,RTx2941,11,79,1,SCHV,66,121.92,5069.370243,5.069370243
20LY,ATx2931/R08306,ATx2931,R08306,17,79,2,SCHV,65,134.62,5084.731847,5.084731847
20LY,ATx2924/R08224,ATx2924,R08224,14,69,2,SCHV,69,134.62,5084.731847,5.084731847
20LY,AKS119/R01302,AKS119,R01302,21,47,2,SCHV,68,127,5103.865937,5.103865937
20LY,ATx2924/R05393,ATx2924,R05393,17,71,2,SCHV,68,114.3,5105.17298,5.10517298
20LY,A03055/R04104,A03055,R04104,13,43,2,SCHV,68,96.52,5112.461669,5.112461669
20LY,ATx2931/RTx2943,ATx2931,RTx2943,11,71,1,SCHV,68,134.62,5130.416857,5.130416857
20LY,AKS120/RTx2918,AKS120,RTx2918,19,41,2,SCHV,63,121.92,5151.032262,5.151032262
20LY,ATx2934/R12157,ATx2934,R12157,11,77,1,SCHV,66,114.3,5156.378326,5.156378326
20LY,ATx2934/R08297,ATx2934,R08297,11,75,1,SCHV,65,101.6,5171.862945,5.171862945
20LY,ATx2926/RTx2944,ATx2926,RTx2944,11,45,1,SCHV,65,127,5185.871375,5.185871375
20LY,A08158/R07178,A08158,R07178,13,41,2,SCHV,68,121.92,5187.024648,5.187024648
20LY,A03040/RTx2940,A03040,RTx2940,17,75,2,SCHV,63,121.92,5207.91684,5.20791684
20LY,A03121/RTx2919,A03121,RTx2919,18,51,2,SCHV,64,109.22,5223.509098,5.223509098
20LY,A11076/R07178,A11076,R07178,8,81,1,SCHV,68,114.3,5284.709481,5.284709481
20LY,AKS118/R08303,AKS118,R08303,9,43,1,SCHV,68,114.3,5290.578362,5.290578362
20LY,A03121/RTx2944,A03121,RTx2944,16,71,2,SCHV,64,121.92,5295.524624,5.295524624
20LY,A03043/RTx2913,A03043,RTx2913,14,57,2,SCHV,72,114.3,5302.16748,5.30216748
20LY,A08068/RTx2941,A08068,RTx2941,17,69,2,SCHV,70,121.92,5387.458467,5.387458467
20LY,ATx2924/R04060,ATx2924,R04060,14,67,2,SCHV,69,127,5401.256744,5.401256744
20LY,A03032/RTx2918,A03032,RTx2918,19,63,2,SCHV,66,109.22,5416.572217,5.416572217
20LY,A08068/R07161,A08068,R07161,13,45,2,SCHV,70,127,5444.066258,5.444066258
20LY,AKS120/RTx2942,AKS120,RTx2942,13,47,2,SCHV,63,134.62,5447.510702,5.447510702
20LY,ATx2926/R05405,ATx2926,R05405,10,43,1,SCHV,68,127,5451.508717,5.451508717
20LY,A08140/R12148,A08140,R12148,12,61,2,SCHV,68,127,5459.612386,5.459612386
20LY,A08134/R12148,A08134,R12148,14,77,2,SCHV,64,134.62,5459.612386,5.459612386
20LY,ATx2926/RTx2944,ATx2926,RTx2944,14,65,2,SCHV,68,127,5497.039957,5.497039957
20LY,A03032/R08297,A03032,R08297,15,71,2,SCHV,66,109.22,5499.064593,5.499064593
20LY,A03055/R07161,A03055,R07161,20,57,2,SCHV,68,121.92,5499.669421,5.499669421
20LY,ATx2926/R01302,ATx2926,R01302,18,57,2,SCHV,68,127,5520.443722,5.520443722
20LY,A11076/R12148,A11076,R12148,14,61,2,SCHV,68,109.22,5525.513,5.525513
20LY,A03040/R03248,A03040,R03248,20,53,2,SCHV,63,134.62,5526.025566,5.526025566
20LY,ATx2926/RTx2917,ATx2926,RTx2917,15,73,2,SCHV,65,121.92,5528.947192,5.528947192
20LY,A08140/R07178,A08140,R07178,13,81,2,SCHV,68,101.6,5565.564909,5.565564909
20LY,AKS116/R08303,AKS116,R08303,20,75,2,SCHV,64,114.3,5567.743314,5.567743314
20LY,AKS116/RTx2917,AKS116,RTx2917,16,61,2,SCHV,64,134.62,5581.382696,5.581382696
20LY,A03089/RTx2914,A03089,RTx2914,20,67,2,SCHV,69,127,5594.207098,5.594207098
20LY,A05071/RTx2918,A05071,RTx2918,15,79,2,SCHV,64,114.3,5638.733709,5.638733709
20LY,A11085/R02107,A11085,R02107,18,83,2,SCHV,68,109.22,5649.051663,5.649051663
20LY,A03093/RTx2940,A03093,RTx2940,18,49,2,SCHV,68,114.3,5666.4174,5.6664174
20LY,A01021/RTx2917,A01021,RTx2917,18,79,2,SCHV,63,127,5672.532312,5.672532312
20LY,A08158/R12154,A08158,R12154,19,59,2,SCHV,68,134.62,5675.510321,5.675510321
20LY,A01362/R07178,A01362,R07178,17,57,2,SCHV,68,109.22,5691.635648,5.691635648
20LY,A05071/R05405,A05071,R05405,13,75,2,SCHV,68,139.7,5697.355885,5.697355885
20LY,A01021/R05425,A01021,R05425,21,41,2,SCHV,63,152.4,5723.619768,5.723619768
20LY,AKS118/RTx2918,AKS118,RTx2918,16,63,2,SCHV,66,134.62,5793.308245,5.793308245
20LY,ATx2923/R11158,ATx2923,R11158,14,63,2,SCHV,68,127,5808.049644,5.808049644
20LY,AN290/R03248,AN290,R03248,18,75,2,SCHV,68,96.52,5829.259626,5.829259626
20LY,ATx2930/R05425,ATx2930,R05425,18,69,2,SCHV,65,134.62,5838.834359,5.838834359
20LY,A11085/R12148,A11085,R12148,15,77,2,SCHV,66,127,5857.522516,5.857522516
20LY,A01046/R04104,A01046,R04104,16,49,2,SCHV,68,109.22,5866.687197,5.866687197
20LY,AKS119/R08304,AKS119,R08304,16,51,2,SCHV,65,134.62,5867.317653,5.867317653
20LY,A01362/RTx2914,A01362,RTx2914,16,45,2,SCHV,68,121.92,5868.496555,5.868496555
20LY,A03089/R04104,A03089,R04104,18,45,2,SCHV,68,121.92,5883.47886,5.88347886
20LY,ATx2930/RTx2942,ATx2930,RTx2942,17,77,2,SCHV,63,127,5891.98233,5.89198233
20LY,ATx2924/RTx2940,ATx2924,RTx2940,17,41,2,SCHV,68,121.92,5893.074096,5.893074096
20LY,AN290/R07161,AN290,R07161,18,71,2,SCHV,69,127,5910.091288,5.910091288
20LY,A03093/R07178,A03093,R07178,18,59,2,SCHV,68,121.92,5919.994063,5.919994063
20LY,ATx2927/RTx2936,ATx2927,RTx2936,20,63,2,SCHV,68,134.62,5925.376007,5.925376007
20LY,A08134/RTx2936,A08134,RTx2936,16,69,2,SCHV,63,134.62,5938.149152,5.938149152
20LY,AKS119/RTx2918,AKS119,RTx2918,14,51,2,SCHV,66,127,5946.093925,5.946093925
20LY,A11076/RTx2918,A11076,RTx2918,18,55,2,SCHV,63,121.92,5947.457351,5.947457351
20LY,A07118/R12148,A07118,R12148,19,67,2,SCHV,68,127,5953.208342,5.953208342
20LY,A05210/R12157,A05210,R12157,19,55,2,SCHV,66,139.7,5974.710486,5.974710486
20LY,A03093/R12148,A03093,R12148,19,61,2,SCHV,68,121.92,5975.699739,5.975699739
20LY,A03121/R08224,A03121,R08224,14,43,2,SCHV,71,172.72,5983.490742,5.983490742
20LY,A05269/R08306,A05269,R08306,14,73,2,SCHV,65,121.92,5983.818785,5.983818785
20LY,A01046/R12156,A01046,R12156,17,67,2,SCHV,72,114.3,5997.381282,5.997381282
20LY,ATx2924/R12145,ATx2924,R12145,17,65,2,SCHV,72,134.62,5998.980488,5.998980488
20LY,AKS118/RTx2912,AKS118,RTx2912,15,49,2,SCHV,70,134.62,6001.266532,6.001266532
20LY,A03093/R05386,A03093,R05386,18,73,2,SCHV,65,109.22,6015.013553,6.015013553
20LY,ATx2930/R12148,ATx2930,R12148,15,81,2,SCHV,68,121.92,6037.110274,6.037110274
20LY,A06035/RTx2913,A06035,RTx2913,15,59,2,SCHV,69,134.62,6038.540333,6.038540333
20LY,A03055/RTx2943,A03055,RTx2943,17,63,2,SCHV,68,127,6048.637884,6.048637884
20LY,A07118/RTx2919,A07118,RTx2919,16,41,2,SCHV,64,114.3,6067.346544,6.067346544
20LY,A03043/R01302,A03043,R01302,21,43,2,SCHV,68,134.62,6094.538172,6.094538172
20LY,A08134/R08297,A08134,R08297,17,45,2,SCHV,64,121.92,6095.373654,6.095373654
20LY,A08158/RTx2939,A08158,RTx2939,14,79,2,SCHV,68,152.4,6099.53569,6.09953569
20LY,A05210/R12145,A05210,R12145,18,47,2,SCHV,68,134.62,6109.581984,6.109581984
20LY,AKS120/R08303,AKS120,R08303,15,65,2,SCHV,63,127,6129.279897,6.129279897
20LY,A03054/RTx2918,A03054,RTx2918,20,73,2,SCHV,64,109.22,6133.744347,6.133744347
20LY,ATx2930/R01302,ATx2930,R01302,18,43,2,SCHV,66,147.32,6142.483598,6.142483598
20LY,ATx2934/RTx2941,ATx2934,RTx2941,15,63,2,SCHV,64,114.3,6151.714912,6.151714912
20LY,ATx2930/R03248,ATx2930,R03248,19,71,2,SCHV,68,134.62,6169.931508,6.169931508
20LY,AKS120/R12071,AKS120,R12071,16,57,2,SCHV,64,121.92,6182.13058,6.18213058
20LY,A07124/R01302,A07124,R01302,16,47,2,SCHV,66,121.92,6200.090893,6.200090893
20LY,A07124/R07178,A07124,R07178,20,81,2,SCHV,68,121.92,6209.317081,6.209317081
20LY,AN290/RTx2942,AN290,RTx2942,19,49,2,SCHV,66,121.92,6235.944886,6.235944886
20LY,A07124/RTx2919,A07124,RTx2919,16,65,2,SCHV,66,121.92,6241.931658,6.241931658
20LY,ATx2930/R08303,ATx2930,R08303,18,53,2,SCHV,63,127,6265.519946,6.265519946
20LY,A01046/RTx2935,A01046,RTx2935,19,43,2,SCHV,65,114.3,6267.165283,6.267165283
20LY,A01362/R05330,A01362,R05330,19,73,2,SCHV,68,121.92,6269.820375,6.269820375
20LY,A01362/R12145,A01362,R12145,15,53,2,SCHV,68,127,6271.49134,6.27149134
20LY,A05269/R01302,A05269,R01302,20,55,2,SCHV,68,134.62,6284.61303,6.28461303
20LY,A08134/R02107,A08134,R02107,15,47,2,SCHV,66,139.7,6300.60509,6.30060509
20LY,A05210/R05330,A05210,R05330,16,77,2,SCHV,68,134.62,6316.017951,6.316017951
20LY,A07124/RTx2943,A07124,RTx2943,19,69,2,SCHV,68,134.62,6317.530021,6.317530021
20LY,A08158/R03248,A08158,R03248,15,61,2,SCHV,66,134.62,6330.395428,6.330395428
20LY,AKS118/R08303,AKS118,R08303,20,71,2,SCHV,65,121.92,6355.511163,6.355511163
20LY,ATx2923/R05425,ATx2923,R05425,20,51,2,SCHV,68,134.62,6392.749085,6.392749085
20LY,A05071/RTx2916,A05071,RTx2916,20,45,2,SCHV,68,134.62,6399.202291,6.399202291
20LY,A05269/R07161,A05269,R07161,19,53,2,SCHV,68,152.4,6400.463203,6.400463203
