env,pedigree,female,male,ra,ro,rep,test,dy,ph,gy,gy_t_ha
19TA,A07118/R08224,A07118,R08224,32,21,2,SCHT,71,154.94,7776.90564,7.77690564
19TA,ATx2924/RTx2918,ATx2924,RTx2918,24,23,2,SCHT,70,149.86,7820.84296,7.82084296
19TA,A03043/R12148,A03043,R12148,32,29,2,SCHT,73,139.7,7839.67324,7.83967324
19TA,ATx3408/R05330,ATx3408,R05330,16,39,1,SCHT,70,162.56,7877.3338,7.8773338
19TA,A11076/R08297,A11076,R08297,30,31,2,SCHT,73,137.16,7902.44084,7.90244084
19TA,A07124/R11158,A07124,R11158,22,37,2,SCHT,70,139.7,7921.27112,7.92127112
19TA,A03040/R04104,A03040,R04104,3,30,1,SCHT,70,144.78,7927.54788,7.92754788
19TA,A06035/R12154,A06035,R12154,28,39,2,SCHT,70,132.08,7952.65492,7.95265492
19TA,ATx3408/R05330,ATx3408,R05330,18,21,2,SCHT,70,162.56,8002.869,8.002869
19TA,ATx2924/R11158,ATx2924,R11158,19,22,2,SCHT,69,160.02,8059.35984,8.05935984
19TA,A03121/R07178,A03121,R07178,28,21,2,SCHT,70,137.16,8071.91336,8.07191336
19TA,ATx2926/R08304,ATx2926,R08304,28,33,2,SCHT,69,157.48,8090.74364,8.09074364
20CS,A03121/R08303,A03121,R08303,5,23,1,SCHT,93,111.76,3873.317946,3.873317946
20CS,AKS119/R05512,AKS119,R05512,14,21,2,SCHT,87,129.54,4661.888492,4.661888492
20CS,ATx2927/RTx2936,ATx2927,RTx2936,12,196,1,SCHV,82,147.32,4759.61264,4.75961264
20CS,AKS119/R05393,AKS119,R05393,15,197,2,SCHV,82,142.24,4851.744081,4.851744081
20CS,A11085/RTx2944,A11085,RTx2944,14,196,2,SCHV,79,149.86,4986.044765,4.986044765
20CS,AN268/R12154,AN268,R12154,18,196,2,SCHV,78,124.46,5022.54939,5.02254939
20CS,A03032/R08297,A03032,R08297,14,210,2,SCHV,83,109.22,5168.357832,5.168357832
20CS,ATx2923/R03248,ATx2923,R03248,11,5,1,SCHT,87,129.54,5195.537626,5.195537626
20CS,A03121/R08303,A03121,R08303,22,25,2,SCHT,85,127,5228.467141,5.228467141
20CS,AKS116/RTx2936,AKS116,RTx2936,21,197,2,SCHV,79,147.32,5308.714865,5.308714865
20CS,A03121/RTx2935,A03121,RTx2935,21,5,2,SCHT,87,121.92,5349.753709,5.349753709
20CS,AKS116/RTx2920,AKS116,RTx2920,15,7,2,SCHT,78,119.38,5387.56599,5.38756599
20CS,A03017/RTx2920,A03017,RTx2920,24,212,2,SCHV,78,132.08,5390.529507,5.390529507
20CS,A03054/R01302,A03054,R01302,4,200,1,SCHV,83,134.62,5422.532084,5.422532084
20CS,AN268/R12148,AN268,R12148,16,9,2,SCHT,79,127,5430.707304,5.430707304
20CS,A03043/RTx2920,A03043,RTx2920,3,3,1,SCHT,91,127,5467.616904,5.467616904
20CS,AN290/RTx2917,AN290,RTx2917,16,202,2,SCHV,87,127,5540.054646,5.540054646
20CS,A03121/RTx2913,A03121,RTx2913,5,21,1,SCHT,92,129.54,5560.734922,5.560734922
20CS,A08134/R08297,A08134,R08297,15,225,2,SCHV,81,139.7,5584.832895,5.584832895
20CS,AN263/RTx2938,AN263,RTx2938,18,21,2,SCHT,91,111.76,5589.902036,5.589902036
20CS,A01362/R05512,A01362,R05512,2,21,1,SCHT,95,121.92,5618.198639,5.618198639
20CS,ATx644/RTx2936,ATx644,RTx2936,13,225,1,SCHV,81,134.62,5619.557391,5.619557391
20CS,A03121/RTx2944,A03121,RTx2944,18,202,2,SCHV,77,139.7,5629.705765,5.629705765
20CS,A03032/RTx2942,A03032,RTx2942,19,33,2,SCHT,87,114.3,5662.046453,5.662046453
20CS,ATx644/R05330,ATx644,R05330,25,29,2,SCHT,81,132.08,5684.502443,5.684502443
20CS,A05210/R12157,A05210,R12157,21,211,2,SCHV,83,152.4,5701.994637,5.701994637
20CS,A03089/R12157,A03089,R12157,4,25,1,SCHT,94,121.92,5704.982124,5.704982124
20CS,A03121/R08224,A03121,R08224,24,210,2,SCHV,87,170.18,5718.666785,5.718666785
20CS,A03054/RTx2936,A03054,RTx2936,19,25,2,SCHT,84,124.46,5720.246318,5.720246318
20CS,A06035/R03248,A06035,R03248,6,23,1,SCHT,91,121.92,5721.473863,5.721473863
20CS,A03054/RTx2940,A03054,RTx2940,4,194,1,SCHV,81,116.84,5726.373948,5.726373948
20CS,A03054/RTx2940,A03054,RTx2940,19,225,2,SCHV,81,109.22,5734.597739,5.734597739
20CS,A03043/R08304,A03043,R08304,4,206,1,SCHV,87,139.7,5772.991622,5.772991622
20CS,AKS119/R01302,AKS119,R01302,18,210,2,SCHV,76,134.62,5777.163759,5.777163759
20CS,AKS119/R05393,AKS119,R05393,10,206,1,SCHV,81,147.32,5784.913816,5.784913816
20CS,AKS117/R12148,AKS117,R12148,10,3,1,SCHT,89,116.84,5799.949028,5.799949028
20CS,AN268/R12154,AN268,R12154,11,201,1,SCHV,81,127,5819.116007,5.819116007
20CS,A03043/R08297,A03043,R08297,3,7,1,SCHT,91,124.46,5846.697279,5.846697279
20CS,A01362/RTx2912,A01362,RTx2912,17,17,2,SCHT,91,119.38,5857.347772,5.857347772
20CS,A03093/RTx2917,A03093,RTx2917,15,195,2,SCHV,85,134.62,5862.046,5.862046
20CS,A07124/R04060,A07124,R04060,7,21,1,SCHT,88,124.46,5862.334278,5.862334278
20CS,A03043/RTx2940,A03043,RTx2940,4,202,1,SCHV,87,134.62,5889.127045,5.889127045
20CS,ATx644/R05330,ATx644,R05330,14,9,1,SCHT,85,134.62,5892.618544,5.892618544
20CS,A03121/RTx2913,A03121,RTx2913,17,3,2,SCHT,84,147.32,5893.38434,5.89338434
20CS,ATx2924/R05393,ATx2924,R05393,22,196,2,SCHV,81,134.62,5902.947329,5.902947329
20CS,ATx3409/R08224,ATx3409,R08224,17,219,2,SCHV,84,129.54,5948.30781,5.94830781
20CS,AHF14/RTx2943,AHF14,RTx2943,14,224,1,SCHV,84,127,5958.239819,5.958239819
20CS,A03055/RTx2942,A03055,RTx2942,25,11,2,SCHT,84,132.08,5971.694867,5.971694867
20CS,A03043/RTx2940,A03043,RTx2940,18,212,2,SCHV,81,142.24,5972.292869,5.972292869
20CS,A03043/R05425,A03043,R05425,19,207,2,SCHV,81,134.62,5977.773294,5.977773294
20CS,A03121/R05425,A03121,R05425,5,219,1,SCHV,87,144.78,5979.58244,5.97958244
20CS,ATx2926/R05393,ATx2926,R05393,12,25,1,SCHT,87,132.08,6003.780079,6.003780079
20CS,ATx2930/R02107,ATx2930,R02107,25,21,2,SCHT,81,132.08,6015.79311,6.01579311
20CS,A01362/RTx2937,A01362,RTx2937,3,217,1,SCHV,88,124.46,6023.047355,6.023047355
20CS,A03055/R12148,A03055,R12148,5,193,1,SCHV,87,132.08,6080.796195,6.080796195
20CS,A06035/R12154,A06035,R12154,6,25,1,SCHT,93,109.22,6083.184419,6.083184419
20CS,A03055/R12148,A03055,R12148,16,200,2,SCHV,82,134.62,6087.298523,6.087298523
20CS,A03043/R08297,A03043,R08297,14,29,2,SCHT,91,121.92,6123.830903,6.123830903
20CS,A03043/R08304,A03043,R08304,20,204,2,SCHV,81,129.54,6124.582821,6.124582821
20CS,AKS117/R01302,AKS117,R01302,22,224,2,SCHV,78,127,6139.09762,6.13909762
20CS,A03121/RTx2919,A03121,RTx2919,17,199,2,SCHV,81,137.16,6157.283698,6.157283698
20CS,A03121/RTx2919,A03121,RTx2919,5,225,1,SCHV,88,119.38,6157.488079,6.157488079
20CS,ATx2923/RTx2913,ATx2923,RTx2913,12,7,1,SCHT,87,147.32,6174.720381,6.174720381
20CS,A07118/R12157,A07118,R12157,7,25,1,SCHT,92,116.84,6176.889085,6.176889085
20CS,ATx3409/R08224,ATx3409,R08224,13,221,1,SCHV,83,139.7,6193.791477,6.193791477
20CS,ATx2926/RTx2917,ATx2926,RTx2917,12,200,1,SCHV,82,142.24,6196.123559,6.196123559
20CS,ATx2930/R07178,ATx2930,R07178,16,13,2,SCHT,85,142.24,6204.013655,6.204013655
20CS,A03121/RTx2935,A03121,RTx2935,5,19,1,SCHT,91,127,6233.73146,6.23373146
20CS,AKS116/R12154,AKS116,R12154,20,21,2,SCHT,81,144.78,6234.300446,6.234300446
20CS,A11076/R07178,A11076,R07178,9,197,1,SCHV,86,134.62,6252.589344,6.252589344
20CS,A03043/R05386,A03043,R05386,17,11,2,SCHT,87,119.38,6271.227709,6.271227709
20CS,AKS116/RTx2917,AKS116,RTx2917,17,211,2,SCHV,81,129.54,6286.349972,6.286349972
20CS,A06035/RTx2917,A06035,RTx2917,26,9,2,SCHT,84,119.38,6288.357189,6.288357189
20CS,AN290/R03248,AN290,R03248,14,214,2,SCHV,87,132.08,6295.19889,6.29519889
20CS,A03043/RTx2920,A03043,RTx2920,18,27,2,SCHT,87,139.7,6319.974346,6.319974346
20CS,A03054/R01302,A03054,R01302,21,199,2,SCHV,78,129.54,6320.120692,6.320120692
20CS,A03093/RTx2920,A03093,RTx2920,22,13,2,SCHT,81,121.92,6322.934078,6.322934078
20CS,AN263/RTx2936,AN263,RTx2936,11,197,1,SCHV,81,129.54,6332.522929,6.332522929
20CS,AKS119/R05512,AKS119,R05512,10,19,1,SCHT,87,139.7,6334.26584,6.33426584
20CS,AN263/RTx2935,AN263,RTx2935,24,5,2,SCHT,91,116.84,6353.053705,6.353053705
20CS,AKS120/R08303,AKS120,R08303,10,196,1,SCHV,78,160.02,6365.341766,6.365341766
20CS,A03055/RTx2918,A03055,RTx2918,16,29,2,SCHT,84,137.16,6375.263051,6.375263051
20CS,ATx2927/R12157,ATx2927,R12157,23,29,2,SCHT,87,142.24,6377.402107,6.377402107
20CS,A03089/RTx2917,A03089,RTx2917,4,27,1,SCHT,92,124.46,6387.291851,6.387291851
20CS,A01362/RTx2912,A01362,RTx2912,2,25,1,SCHT,93,119.38,6387.741614,6.387741614
20CS,A05210/R03248,A05210,R03248,5,7,1,SCHT,92,132.08,6391.721987,6.391721987
20CS,A03054/R07161,A03054,R07161,17,201,2,SCHV,84,137.16,6397.194212,6.397194212
20CS,AKS118/RTx2916,AKS118,RTx2916,21,13,2,SCHT,85,144.78,6401.471063,6.401471063
20CS,ATx2931/R11208,ATx2931,R11208,15,13,2,SCHT,84,114.3,6409.460825,6.409460825
20CS,A01046/R05512,A01046,R05512,3,203,1,SCHV,87,132.08,6414.795534,6.414795534
20CS,A03054/RTx2936,A03054,RTx2936,4,9,1,SCHT,87,127,6415.815544,6.415815544
20CS,ATx2926/RTx2944,ATx2926,RTx2944,14,192,2,SCHV,79,154.94,6419.207377,6.419207377
20CS,A01046/R04104,A01046,R04104,22,210,2,SCHV,78,137.16,6421.420868,6.421420868
20CS,A05071/R05330,A05071,R05330,5,15,1,SCHT,89,119.38,6432.661164,6.432661164
20CS,A08140/R07178,A08140,R07178,22,198,2,SCHV,81,137.16,6443.758267,6.443758267
20CS,A01021/RTx2917,A01021,RTx2917,22,192,2,SCHV,75,139.7,6445.127112,6.445127112
20CS,A03055/RTx2944,A03055,RTx2944,20,23,2,SCHT,81,137.16,6456.68344,6.45668344
20CS,ATx2923/RTx2917,ATx2923,RTx2917,12,224,1,SCHV,85,134.62,6485.179378,6.485179378
20CS,AN268/R11158,AN268,R11158,11,199,1,SCHV,80,132.08,6495.872136,6.495872136
20CS,A08158/R08224,A08158,R08224,8,23,1,SCHT,95,154.94,6499.177548,6.499177548
20CS,AKS116/RTx2940,AKS116,RTx2940,17,33,2,SCHT,81,134.62,6500.056258,6.500056258
20CS,AKS116/RTx2944,AKS116,RTx2944,9,3,1,SCHT,81,134.62,6501.172781,6.501172781
20CS,ATx2931/R05405,ATx2931,R05405,13,201,1,SCHV,87,121.92,6507.222191,6.507222191
20CS,A03040/R12071,A03040,R12071,26,33,2,SCHT,77,121.92,6508.797309,6.508797309
20CS,ATx2927/RTx2937,ATx2927,RTx2937,19,19,2,SCHT,85,121.92,6528.000873,6.528000873
20CS,AN268/R11158,AN268,R11158,16,194,2,SCHV,76,134.62,6528.730083,6.528730083
20CS,A05210/R05330,A05210,R05330,23,209,2,SCHV,81,160.02,6529.116135,6.529116135
20CS,AN263/R08224,AN263,R08224,15,221,2,SCHV,91,149.86,6538.343535,6.538343535
20CS,ATx2923/R11208,ATx2923,R11208,12,5,1,SCHT,87,119.38,6539.896689,6.539896689
20CS,A03093/RTx2940,A03093,RTx2940,20,214,2,SCHV,78,129.54,6540.70905,6.54070905
20CS,ATx2924/RTx2940,ATx2924,RTx2940,18,222,2,SCHV,79,144.78,6555.314685,6.555314685
20CS,AN263/RTx2935,AN263,RTx2935,11,29,1,SCHT,93,121.92,6556.231874,6.556231874
20CS,AKS116/R02107,AKS116,R02107,15,31,2,SCHT,79,137.16,6561.975974,6.561975974
20CS,AKS119/RTx2914,AKS119,RTx2914,10,21,1,SCHT,84,157.48,6563.355543,6.563355543
20CS,ATx644/RTx2935,ATx644,RTx2935,14,11,1,SCHT,85,124.46,6568.364757,6.568364757
20CS,A03089/R05393,A03089,R05393,4,23,1,SCHT,92,114.3,6579.130057,6.579130057
20CS,ATx2923/RTx2917,ATx2923,RTx2917,18,214,2,SCHV,81,137.16,6599.100049,6.599100049
20CS,A07118/RTx2944,A07118,RTx2944,21,21,2,SCHT,81,132.08,6602.228836,6.602228836
20CS,A03054/RTx2918,A03054,RTx2918,4,196,1,SCHV,87,121.92,6604.307966,6.604307966
20CS,A07124/RTx2917,A07124,RTx2917,19,9,2,SCHT,84,124.46,6609.929691,6.609929691
20CS,AKS116/RTx2940,AKS116,RTx2940,9,5,1,SCHT,86,132.08,6618.774824,6.618774824
20CS,A05269/R01302,A05269,R01302,21,201,2,SCHV,83,144.78,6625.955265,6.625955265
20CS,A03055/R04104,A03055,R04104,18,224,2,SCHV,81,129.54,6640.217112,6.640217112
20CS,A03055/RTx2944,A03055,RTx2944,4,21,1,SCHT,85,134.62,6654.224745,6.654224745
20CS,AN263/R12148,AN263,R12148,11,195,1,SCHV,84,134.62,6655.891959,6.655891959
20CS,AKS116/RTx2944,AKS116,RTx2944,14,27,2,SCHT,78,137.16,6682.356078,6.682356078
20CS,A05269/R01302,A05269,R01302,6,198,1,SCHV,84,144.78,6694.583582,6.694583582
20CS,ATx2930/RTx2920,ATx2930,RTx2920,13,197,1,SCHV,76,134.62,6694.851042,6.694851042
20CS,ATx2924/RTx2940,ATx2924,RTx2940,12,212,1,SCHV,79,142.24,6697.947028,6.697947028
20CS,A08140/RTx2942,A08140,RTx2942,8,198,1,SCHV,82,144.78,6698.975239,6.698975239
20CS,ATx3408/R05330,ATx3408,R05330,14,5,1,SCHT,88,152.4,6706.672308,6.706672308
20CS,ATx2926/R08297,ATx2926,R08297,18,192,2,SCHV,82,152.4,6706.896875,6.706896875
20CS,AKS118/R12156,AKS118,R12156,15,19,2,SCHT,87,121.92,6709.821282,6.709821282
20CS,A06035/RTx2913,A06035,RTx2913,17,217,2,SCHV,81,129.54,6714.58259,6.71458259
20CS,A06035/RTx2917,A06035,RTx2917,6,27,1,SCHT,91,119.38,6718.448157,6.718448157
20CS,AKS119/R01302,AKS119,R01302,10,208,1,SCHV,78,137.16,6723.481972,6.723481972
20CS,AKS117/R12148,AKS117,R12148,16,23,2,SCHT,87,134.62,6728.351148,6.728351148
20CS,A11076/RTx2940,A11076,RTx2940,9,29,1,SCHT,89,124.46,6729.37242,6.72937242
20CS,AKS120/RTx2942,AKS120,RTx2942,11,191,1,SCHV,78,149.86,6733.769123,6.733769123
20CS,ATx2930/RTx2940,ATx2930,RTx2940,13,19,1,SCHT,81,132.08,6734.75507,6.73475507
20CS,A11085/R02107,A11085,R02107,21,205,2,SCHV,79,144.78,6735.156892,6.735156892
20CS,ATx2927/RTx2936,ATx2927,RTx2936,19,205,2,SCHV,81,149.86,6744.605073,6.744605073
20CS,AKS118/RTx2918,AKS118,RTx2918,19,195,2,SCHV,83,127,6746.841904,6.746841904
20CS,ATx2930/R08303,ATx2930,R08303,17,195,2,SCHV,80,142.24,6747.00339,6.74700339
20CS,A07118/R07161,A07118,R07161,7,211,1,SCHV,87,132.08,6775.33595,6.77533595
20CS,A03121/R05330,A03121,R05330,5,27,1,SCHT,91,137.16,6777.668032,6.777668032
20CS,A03043/R04104,A03043,R04104,3,11,1,SCHT,91,127,6779.47087,6.77947087
20CS,A01021/R01302,A01021,R01302,15,223,2,SCHV,78,144.78,6789.973755,6.789973755
20CS,A03054/RTx2918,A03054,RTx2918,20,210,2,SCHV,81,124.46,6792.517157,6.792517157
20CS,A11076/R12148,A11076,R12148,16,216,2,SCHV,84,116.84,6796.502576,6.796502576
20CS,A01046/R04104,A01046,R04104,3,201,1,SCHV,85,116.84,6809.024035,6.809024035
20CS,A03089/R05393,A03089,R05393,16,11,2,SCHT,87,121.92,6817.032091,6.817032091
20CS,AN263/R11208,AN263,R11208,22,29,2,SCHT,91,111.76,6820.676246,6.820676246
20CS,AN268/R12148,AN268,R12148,11,25,1,SCHT,84,121.92,6821.414286,6.821414286
20CS,A03043/R04104,A03043,R04104,19,17,2,SCHT,87,134.62,6821.414286,6.821414286
20CS,A03040/R05393,A03040,R05393,3,25,1,SCHT,87,129.54,6823.926147,6.823926147
20CS,A03054/R12156,A03054,R12156,26,7,2,SCHT,83,129.54,6824.407451,6.824407451
20CS,A03121/R02107,A03121,R02107,5,217,1,SCHV,87,129.54,6827.266885,6.827266885
20CS,A05071/R05330,A05071,R05330,19,15,2,SCHT,87,119.38,6828.321589,6.828321589
20CS,ATx2921/R12145,ATx2921,R12145,21,195,2,SCHV,87,142.24,6831.669266,6.831669266
20CS,A03017/RTx2918,A03017,RTx2918,2,33,1,SCHT,91,124.46,6831.748747,6.831748747
20CS,A03032/RTx2918,A03032,RTx2918,16,206,2,SCHV,83,116.84,6835.683071,6.835683071
20CS,AKS116/R02107,AKS116,R02107,9,11,1,SCHT,84,154.94,6838.141314,6.838141314
20CS,A08140/RTx2942,A08140,RTx2942,25,197,2,SCHV,83,137.16,6838.703361,6.838703361
20CS,AKS116/R08303,AKS116,R08303,15,215,2,SCHV,81,144.78,6858.762926,6.858762926
20CS,AN263/RTx2938,AN263,RTx2938,11,27,1,SCHT,90,109.22,6873.974764,6.873974764
20CS,ATx644/R08224,ATx644,R08224,17,197,2,SCHV,89,175.26,6875.616747,6.875616747
20CS,A06035/RTx2913,A06035,RTx2913,7,199,1,SCHV,84,129.54,6881.282628,6.881282628
20CS,AKS116/R08303,AKS116,R08303,9,223,1,SCHV,80,137.16,6885.510276,6.885510276
20CS,AN290/RTx2917,AN290,RTx2917,11,207,1,SCHV,87,116.84,6894.906731,6.894906731
20CS,A03093/RTx2913,A03093,RTx2913,21,17,2,SCHT,87,147.32,6896.690645,6.896690645
20CS,A05210/RTx2938,A05210,RTx2938,6,202,1,SCHV,87,137.16,6897.031279,6.897031279
20CS,AKS120/R12148,AKS120,R12148,24,29,2,SCHT,79,154.94,6903.878025,6.903878025
20CS,A03121/RTx2944,A03121,RTx2944,6,226,1,SCHV,87,132.08,6911.990164,6.911990164
20CS,AKS120/RTx2918,AKS120,RTx2918,16,220,2,SCHV,78,149.86,6914.499502,6.914499502
20CS,AN290/R02107,AN290,R02107,18,29,2,SCHT,87,139.7,6915.109489,6.915109489
20CS,A05210/RTx2937,A05210,RTx2937,18,33,2,SCHT,85,139.7,6917.340643,6.917340643
20CS,AKS119/R05386,AKS119,R05386,10,17,1,SCHT,87,127,6925.555603,6.925555603
20CS,ATx2930/R05393,ATx2930,R05393,17,23,2,SCHT,84,134.62,6929.981955,6.929981955
20CS,ATx2924/R05393,ATx2924,R05393,12,220,1,SCHV,84,127,6945.750792,6.945750792
20CS,ATx2930/R05393,ATx2930,R05393,13,27,1,SCHT,84,129.54,6947.981314,6.947981314
20CS,A01021/R01302,A01021,R01302,3,191,1,SCHV,82,144.78,6949.292756,6.949292756
20CS,A01021/R12145,A01021,R12145,2,7,1,SCHT,90,137.16,6952.569782,6.952569782
20CS,A08134/RTx2918,A08134,RTx2918,8,7,1,SCHT,87,134.62,6955.347843,6.955347843
20CS,A05269/R07161,A05269,R07161,15,211,2,SCHV,87,160.02,6956.133825,6.956133825
20CS,A03032/RTx2942,A03032,RTx2942,3,29,1,SCHT,91,116.84,6958.755446,6.958755446
20CS,A11085/R03248,A11085,R03248,18,198,2,SCHV,81,129.54,6980.167455,6.980167455
20CS,A03093/RTx2944,A03093,RTx2944,22,21,2,SCHT,81,132.08,6982.061129,6.982061129
20CS,AN290/RTx2920,AN290,RTx2920,25,13,2,SCHT,81,129.54,6987.604634,6.987604634
20CS,A03040/R07178,A03040,R07178,17,223,2,SCHV,81,137.16,6993.346842,6.993346842
20CS,A03043/R05425,A03043,R05425,4,208,1,SCHV,87,139.7,6993.786513,6.993786513
20CS,A03043/R12148,A03043,R12148,3,5,1,SCHT,91,121.92,7000.5481,7.0005481
20CS,A05071/RTx2916,A05071,RTx2916,19,223,2,SCHV,81,149.86,7001.217383,7.001217383
20CS,A03055/RTx2936,A03055,RTx2936,21,219,2,SCHV,82,144.78,7004.467285,7.004467285
20CS,AN263/RTx2936,AN263,RTx2936,17,207,2,SCHV,81,129.54,7008.00988,7.00800988
20CS,AKS117/RTx2942,AKS117,RTx2942,20,202,2,SCHV,82,142.24,7008.29185,7.00829185
20CS,A07124/RTx2935,A07124,RTx2935,7,13,1,SCHT,91,127,7014.317289,7.014317289
20CS,A08068/RTx2941,A08068,RTx2941,8,218,1,SCHV,89,129.54,7014.785976,7.014785976
20CS,A03093/RTx2917,A03093,RTx2917,5,213,1,SCHV,87,134.62,7015.751106,7.015751106
20CS,A07118/R07161,A07118,R07161,15,205,2,SCHV,83,129.54,7016.364248,7.016364248
20CS,A01362/R07178,A01362,R07178,3,211,1,SCHV,88,121.92,7022.929655,7.022929655
20CS,ATx2926/RTx2944,ATx2926,RTx2944,12,198,1,SCHV,79,152.4,7026.146756,7.026146756
20CS,AKS116/R12154,AKS116,R12154,9,9,1,SCHT,81,132.08,7033.350537,7.033350537
20CS,A07118/R12157,A07118,R12157,15,21,2,SCHT,87,119.38,7044.033832,7.044033832
20CS,ATx2923/R11208,ATx2923,R11208,24,27,2,SCHT,87,121.92,7044.592094,7.044592094
20CS,A07118/R12145,A07118,R12145,22,15,2,SCHT,87,124.46,7051.672868,7.051672868
20CS,A05210/R12157,A05210,R12157,6,204,1,SCHV,87,139.7,7056.728131,7.056728131
20CS,A07124/R11208,A07124,R11208,20,196,2,SCHV,80,127,7057.283239,7.057283239
20CS,A06036/RTx2940,A06036,RTx2940,16,31,2,SCHT,78,129.54,7057.666768,7.057666768
20CS,AKS116/RTx2936,AKS116,RTx2936,10,226,1,SCHV,80,147.32,7071.294025,7.071294025
20CS,A11076/R12148,A11076,R12148,9,199,1,SCHV,84,121.92,7071.851025,7.071851025
20CS,A03089/R12157,A03089,R12157,15,23,2,SCHT,88,127,7074.528157,7.074528157
20CS,ATx644/RTx2935,ATx644,RTx2935,24,11,2,SCHT,84,137.16,7079.015066,7.079015066
20CS,ATx2934/R05386,ATx2934,R05386,16,3,2,SCHT,79,119.38,7082.635881,7.082635881
20CS,ATx644/RTx2936,ATx644,RTx2936,24,218,2,SCHV,81,134.62,7084.079791,7.084079791
20CS,AN263/R08224,AN263,R08224,11,193,1,SCHV,91,165.1,7085.139541,7.085139541
20CS,AKS116/RTx2942,AKS116,RTx2942,15,199,2,SCHV,81,144.78,7085.408264,7.085408264
20CS,ATx2930/R12148,ATx2930,R12148,13,195,1,SCHV,81,139.7,7086.411242,7.086411242
20CS,A08134/R08297,A08134,R08297,8,212,1,SCHV,81,137.16,7091.718827,7.091718827
20CS,A03040/R05393,A03040,R05393,16,21,2,SCHT,81,137.16,7092.820211,7.092820211
20CS,ATx2930/R12154,ATx2930,R12154,13,21,1,SCHT,86,147.32,7105.650132,7.105650132
20CS,A11076/RTx2938,A11076,RTx2938,16,222,2,SCHV,81,142.24,7109.458295,7.109458295
20CS,A07124/R01302,A07124,R01302,22,214,2,SCHV,78,142.24,7115.341173,7.115341173
20CS,A03055/RTx2942,A03055,RTx2942,4,19,1,SCHT,88,129.54,7117.432919,7.117432919
20CS,AKS120/R12071,AKS120,R12071,20,220,2,SCHV,75,142.24,7118.394264,7.118394264
20CS,A08134/RTx2940,A08134,RTx2940,8,9,1,SCHT,81,134.62,7123.414202,7.123414202
20CS,AN290/RTx2942,AN290,RTx2942,11,209,1,SCHV,85,139.7,7125.741238,7.125741238
20CS,A03043/R01302,A03043,R01302,20,212,2,SCHV,81,152.4,7139.070756,7.139070756
20CS,A03054/R07161,A03054,R07161,4,198,1,SCHV,87,137.16,7142.473313,7.142473313
20CS,AKS119/RTx2918,AKS119,RTx2918,10,202,1,SCHV,81,160.02,7146.112421,7.146112421
20CS,A05269/R11208,A05269,R11208,21,11,2,SCHT,88,132.08,7158.57206,7.15857206
20CS,A05210/RTx2937,A05210,RTx2937,6,5,1,SCHT,90,129.54,7160.013447,7.160013447
20CS,A03054/R12156,A03054,R12156,4,7,1,SCHT,91,116.84,7170.015475,7.170015475
20CS,A03054/R05405,A03054,R05405,4,5,1,SCHT,91,132.08,7172.1539,7.1721539
20CS,A08158/R12145,A08158,R12145,8,25,1,SCHT,92,129.54,7172.966376,7.172966376
20CS,ATx2926/RTx2917,ATx2926,RTx2917,14,198,2,SCHV,82,139.7,7175.169774,7.175169774
20CS,AKS116/RTx2917,AKS116,RTx2917,9,225,1,SCHV,84,142.24,7178.372366,7.178372366
20CS,A06035/R05330,A06035,R05330,7,197,1,SCHV,85,132.08,7182.702204,7.182702204
20CS,A06035/RTx2943,A06035,RTx2943,7,203,1,SCHV,84,142.24,7182.868736,7.182868736
20CS,A03054/RTx2941,A03054,RTx2941,4,11,1,SCHT,89,111.76,7184.322108,7.184322108
20CS,ATx2921/R07178,ATx2921,R07178,11,11,1,SCHT,88,139.7,7186.136931,7.186136931
20CS,A11085/RTx2944,A11085,RTx2944,9,221,1,SCHV,78,142.24,7186.358344,7.186358344
20CS,A06035/RTx2920,A06035,RTx2920,7,201,1,SCHV,82,124.46,7187.913275,7.187913275
20CS,ATx2921/R12157,ATx2921,R12157,22,19,2,SCHT,87,149.86,7192.656921,7.192656921
20CS,AN290/R05386,AN290,R05386,11,21,1,SCHT,89,114.3,7196.231056,7.196231056
20CS,ATx2923/R05425,ATx2923,R05425,23,195,2,SCHV,83,160.02,7196.41462,7.19641462
20CS,A05210/R08224,A05210,R08224,18,23,2,SCHT,92,165.1,7198.257829,7.198257829
20CS,A07124/RTx2935,A07124,RTx2935,20,25,2,SCHT,87,132.08,7203.764748,7.203764748
20CS,A08068/R11158,A08068,R11158,7,9,1,SCHT,89,134.62,7205.067989,7.205067989
20CS,AN290/R12154,AN290,R12154,24,9,2,SCHT,87,119.38,7207.025374,7.207025374
20CS,ATx2931/R11208,ATx2931,R11208,13,11,1,SCHT,84,114.3,7207.368531,7.207368531
20CS,ATx2923/R04104,ATx2923,R04104,15,219,2,SCHV,81,144.78,7210.395759,7.210395759
20CS,AHF14/R07161,AHF14,R07161,23,205,2,SCHV,85,144.78,7222.301553,7.222301553
20CS,A07124/RTx2917,A07124,RTx2917,7,15,1,SCHT,90,121.92,7225.180542,7.225180542
20CS,AKS116/RTx2920,AKS116,RTx2920,9,7,1,SCHT,82,124.46,7225.985448,7.225985448
20CS,A03089/RTx2914,A03089,RTx2914,5,203,1,SCHV,88,142.24,7228.63104,7.22863104
20CS,AKS120/R05425,AKS120,R05425,10,198,1,SCHV,79,170.18,7230.814252,7.230814252
20CS,A05071/RTx2916,A05071,RTx2916,6,216,1,SCHV,87,144.78,7241.503225,7.241503225
